
time,ax,ay,az,wx,wy,wz,
0.002,-0.39,-0.27,-0.68,-0.28,0.18,0.82,
0.002,-0.39,-0.27,-0.68,-0.29,0.17,0.83,
0.003,-0.39,-0.27,-0.68,-0.31,0.16,0.84,
0.003,-0.39,-0.27,-0.68,-0.32,0.16,0.84,
0.003,-0.39,-0.27,-0.68,-0.33,0.15,0.85,
0.003,-0.40,-0.12,-0.43,-0.33,0.15,0.85,
0.004,-0.40,-0.12,-0.43,-0.34,0.14,0.86,
0.004,-0.40,-0.12,-0.43,-0.35,0.14,0.86,
0.004,-0.40,-0.12,-0.43,-0.36,0.13,0.86,
0.005,-0.40,-0.12,-0.43,-0.36,0.13,0.87,
0.007,-0.40,-0.12,-0.43,-0.37,0.13,0.88,
0.018,-0.48,-0.11,-0.15,-0.37,0.13,0.88,
0.018,-0.48,-0.11,-0.15,-0.38,0.13,0.88,
0.019,-0.48,-0.11,-0.15,-0.38,0.13,0.89,
0.019,-0.48,-0.11,-0.15,-0.39,0.14,0.89,
0.019,-0.48,-0.11,-0.15,-0.39,0.14,0.89,
0.02,-0.48,-0.11,-0.15,-0.40,0.14,0.90,
0.02,-0.52,-0.21,0.02,-0.40,0.14,0.90,
0.02,-0.52,-0.21,0.02,-0.40,0.15,0.90,
0.02,-0.52,-0.21,0.02,-0.40,0.15,0.91,
0.023,-0.52,-0.21,0.02,-0.40,0.16,0.91,
0.024,-0.52,-0.21,0.02,-0.41,0.17,0.91,
0.035,-0.52,-0.21,0.02,-0.41,0.18,0.91,
0.036,-0.43,-0.36,0.27,-0.41,0.18,0.91,
0.036,-0.43,-0.36,0.27,-0.41,0.18,0.92,
0.036,-0.43,-0.36,0.27,-0.41,0.19,0.92,
0.036,-0.43,-0.36,0.27,-0.41,0.19,0.92,
0.037,-0.43,-0.36,0.27,-0.41,0.20,0.92,
0.037,-0.43,-0.36,0.27,-0.41,0.20,0.91,
0.039,-0.31,-0.54,0.55,-0.41,0.20,0.91,
0.04,-0.31,-0.54,0.55,-0.41,0.20,0.91,
0.04,-0.31,-0.54,0.55,-0.40,0.20,0.91,
0.042,-0.31,-0.54,0.55,-0.40,0.19,0.91,
0.043,-0.31,-0.54,0.55,-0.40,0.18,0.90,
0.045,-0.31,-0.54,0.55,-0.39,0.17,0.90,
0.048,-0.18,-0.63,0.75,-0.39,0.17,0.90,
0.048,-0.18,-0.63,0.75,-0.39,0.16,0.89,
0.049,-0.18,-0.63,0.75,-0.38,0.15,0.88,
0.052,-0.18,-0.63,0.75,-0.38,0.14,0.88,
0.055,-0.18,-0.63,0.75,-0.37,0.12,0.87,
0.055,-0.18,-0.63,0.75,-0.37,0.11,0.87,
0.058,-0.12,-0.74,0.77,-0.37,0.11,0.87,
0.058,-0.12,-0.74,0.77,-0.37,0.10,0.86,
0.059,-0.12,-0.74,0.77,-0.36,0.10,0.85,
0.063,-0.12,-0.74,0.77,-0.36,0.09,0.85,
0.064,-0.12,-0.74,0.77,-0.36,0.09,0.85,
0.065,-0.12,-0.74,0.77,-0.37,0.08,0.84,
0.068,-0.00,-0.68,0.57,-0.37,0.08,0.84,
0.068,-0.00,-0.68,0.57,-0.38,0.08,0.84,
0.069,-0.00,-0.68,0.57,-0.38,0.07,0.84,
0.072,-0.00,-0.68,0.57,-0.39,0.07,0.84,
0.075,-0.00,-0.68,0.57,-0.40,0.07,0.84,
0.077,-0.00,-0.68,0.57,-0.42,0.07,0.85,
0.078,0.10,-0.67,0.33,-0.42,0.07,0.85,
0.078,0.10,-0.67,0.33,-0.43,0.08,0.85,
0.079,0.10,-0.67,0.33,-0.45,0.09,0.86,
0.081,0.10,-0.67,0.33,-0.46,0.10,0.87,
0.083,0.10,-0.67,0.33,-0.48,0.11,0.88,
0.085,0.10,-0.67,0.33,-0.50,0.12,0.89,
0.091,0.12,-0.63,0.18,-0.50,0.12,0.89,
0.092,0.12,-0.63,0.18,-0.51,0.13,0.90,
0.102,0.12,-0.63,0.18,-0.53,0.15,0.92,
0.102,0.12,-0.63,0.18,-0.55,0.16,0.93,
0.102,0.12,-0.63,0.18,-0.57,0.17,0.95,
0.103,0.12,-0.63,0.18,-0.59,0.17,0.96,
0.103,0.09,-0.65,0.15,-0.59,0.17,0.96,
0.103,0.09,-0.65,0.15,-0.60,0.17,0.97,
0.103,0.09,-0.65,0.15,-0.62,0.17,0.99,
0.104,0.09,-0.65,0.15,-0.64,0.17,1.00,
0.108,0.09,-0.65,0.15,-0.66,0.17,1.01,
0.109,0.09,-0.65,0.15,-0.67,0.17,1.02,
0.109,0.20,-0.57,0.12,-0.67,0.17,1.02,
0.109,0.20,-0.57,0.12,-0.69,0.17,1.03,
0.11,0.20,-0.57,0.12,-0.71,0.17,1.04,
0.112,0.20,-0.57,0.12,-0.72,0.17,1.04,
0.113,0.20,-0.57,0.12,-0.73,0.17,1.05,
0.115,0.20,-0.57,0.12,-0.75,0.17,1.06,
0.119,0.36,-0.53,0.18,-0.75,0.17,1.06,
0.12,0.36,-0.53,0.18,-0.75,0.17,1.06,
0.122,0.36,-0.53,0.18,-0.76,0.17,1.07,
0.122,0.36,-0.53,0.18,-0.76,0.17,1.07,
0.124,0.36,-0.53,0.18,-0.76,0.17,1.08,
0.125,0.36,-0.53,0.18,-0.76,0.16,1.08,
0.128,0.50,-0.50,0.36,-0.76,0.16,1.08,
0.128,0.50,-0.50,0.36,-0.76,0.16,1.08,
0.129,0.50,-0.50,0.36,-0.75,0.15,1.08,
0.131,0.50,-0.50,0.36,-0.74,0.14,1.08,
0.133,0.50,-0.50,0.36,-0.73,0.13,1.08,
0.135,0.50,-0.50,0.36,-0.71,0.12,1.08,
0.145,0.61,-0.53,0.70,-0.71,0.12,1.08,
0.146,0.61,-0.53,0.70,-0.69,0.10,1.08,
0.146,0.61,-0.53,0.70,-0.68,0.08,1.08,
0.146,0.61,-0.53,0.70,-0.66,0.06,1.08,
0.147,0.61,-0.53,0.70,-0.64,0.03,1.08,
0.149,0.61,-0.53,0.70,-0.62,0.00,1.08,
0.149,0.63,-0.56,0.92,-0.62,0.00,1.08,
0.149,0.63,-0.56,0.92,-0.60,-0.03,1.08,
0.149,0.63,-0.56,0.92,-0.58,-0.07,1.08,
0.151,0.63,-0.56,0.92,-0.55,-0.11,1.09,
0.163,0.63,-0.56,0.92,-0.53,-0.15,1.09,
0.164,0.63,-0.56,0.92,-0.51,-0.19,1.09,
0.164,0.76,-0.66,1.08,-0.51,-0.19,1.09,
0.164,0.76,-0.66,1.08,-0.49,-0.23,1.09,
0.164,0.76,-0.66,1.08,-0.46,-0.27,1.10,
0.164,0.76,-0.66,1.08,-0.43,-0.30,1.10,
0.165,0.76,-0.66,1.08,-0.42,-0.34,1.11,
0.169,0.76,-0.66,1.08,-0.39,-0.36,1.11,
0.169,0.76,-0.77,1.10,-0.39,-0.36,1.11,
0.169,0.76,-0.77,1.10,-0.37,-0.38,1.12,
0.169,0.76,-0.77,1.10,-0.35,-0.40,1.12,
0.207,0.76,-0.77,1.10,-0.33,-0.41,1.13,
0.207,0.76,-0.77,1.10,-0.31,-0.42,1.13,
0.207,0.76,-0.77,1.10,-0.29,-0.42,1.13,
0.207,0.94,-0.87,0.98,-0.29,-0.42,1.13,
0.207,0.94,-0.87,0.98,-0.28,-0.42,1.14,
0.208,0.94,-0.87,0.98,-0.25,-0.41,1.14,
0.208,0.94,-0.87,0.98,-0.23,-0.39,1.14,
0.208,0.94,-0.87,0.98,-0.23,-0.37,1.14,
0.208,0.94,-0.87,0.98,-0.21,-0.35,1.14,
0.208,1.05,-0.88,0.80,-0.21,-0.35,1.14,
0.208,1.05,-0.88,0.80,-0.20,-0.31,1.14,
0.208,1.05,-0.88,0.80,-0.18,-0.28,1.14,
0.208,1.05,-0.88,0.80,-0.17,-0.24,1.14,
0.208,1.05,-0.88,0.80,-0.15,-0.20,1.14,
0.209,1.05,-0.88,0.80,-0.14,-0.17,1.14,
0.209,1.12,-0.85,0.69,-0.14,-0.17,1.14,
0.209,1.12,-0.85,0.69,-0.13,-0.14,1.13,
0.209,1.12,-0.85,0.69,-0.12,-0.12,1.13,
0.209,1.12,-0.85,0.69,-0.11,-0.10,1.12,
0.209,1.12,-0.85,0.69,-0.11,-0.09,1.11,
0.209,1.12,-0.85,0.69,-0.10,-0.09,1.11,
0.209,1.25,-0.81,0.57,-0.10,-0.09,1.11,
0.209,1.25,-0.81,0.57,-0.09,-0.08,1.11,
0.21,1.25,-0.81,0.57,-0.08,-0.08,1.10,
0.213,1.25,-0.81,0.57,-0.07,-0.08,1.10,
0.213,1.25,-0.81,0.57,-0.07,-0.08,1.11,
0.215,1.25,-0.81,0.57,-0.07,-0.08,1.11,
0.218,1.05,-0.87,0.67,-0.07,-0.08,1.11,
0.218,1.05,-0.87,0.67,-0.06,-0.08,1.11,
0.23,1.05,-0.87,0.67,-0.06,-0.08,1.11,
