
time,ax,ay,az,wx,wy,wz,
0.002,-0.05,0.25,-1.01,-0.28,0.27,1.37,
0.003,-0.05,0.25,-1.01,-0.31,0.27,1.38,
0.003,-0.05,0.25,-1.01,-0.32,0.27,1.38,
0.018,0.03,0.27,-1.00,-0.32,0.27,1.38,
0.018,0.03,0.27,-1.00,-0.34,0.27,1.38,
0.018,0.03,0.27,-1.00,-0.36,0.27,1.38,
0.018,0.03,0.27,-1.00,-0.37,0.27,1.38,
0.018,0.03,0.27,-1.00,-0.39,0.28,1.37,
0.019,0.03,0.27,-1.00,-0.39,0.28,1.37,
0.019,0.18,0.27,-0.75,-0.39,0.28,1.37,
0.019,0.18,0.27,-0.75,-0.41,0.28,1.36,
0.019,0.18,0.27,-0.75,-0.42,0.29,1.36,
0.019,0.18,0.27,-0.75,-0.43,0.29,1.35,
0.02,0.18,0.27,-0.75,-0.44,0.30,1.33,
0.023,0.18,0.27,-0.75,-0.44,0.31,1.33,
0.025,0.44,0.30,-0.53,-0.44,0.31,1.33,
0.025,0.44,0.30,-0.53,-0.44,0.31,1.32,
0.026,0.44,0.30,-0.53,-0.45,0.32,1.30,
0.027,0.44,0.30,-0.53,-0.46,0.33,1.29,
0.029,0.44,0.30,-0.53,-0.46,0.34,1.26,
0.046,0.44,0.30,-0.53,-0.46,0.35,1.25,
0.047,0.75,0.23,-0.32,-0.46,0.35,1.25,
0.047,0.75,0.23,-0.32,-0.46,0.35,1.24,
0.047,0.75,0.23,-0.32,-0.46,0.36,1.22,
0.047,0.75,0.23,-0.32,-0.46,0.36,1.20,
0.047,0.75,0.23,-0.32,-0.45,0.36,1.17,
0.048,0.75,0.23,-0.32,-0.45,0.36,1.16,
0.048,0.86,0.17,-0.19,-0.45,0.36,1.16,
0.048,0.86,0.17,-0.19,-0.45,0.35,1.13,
0.048,0.86,0.17,-0.19,-0.44,0.34,1.11,
0.049,0.86,0.17,-0.19,-0.43,0.34,1.10,
0.051,0.86,0.17,-0.19,-0.43,0.32,1.07,
0.051,0.86,0.17,-0.19,-0.43,0.32,1.06,
0.053,0.79,0.09,-0.17,-0.43,0.32,1.06,
0.053,0.79,0.09,-0.17,-0.42,0.31,1.04,
0.054,0.79,0.09,-0.17,-0.41,0.31,1.02,
0.09,0.79,0.09,-0.17,-0.41,0.30,1.01,
0.09,0.79,0.09,-0.17,-0.40,0.29,0.99,
0.091,0.79,0.09,-0.17,-0.39,0.29,0.98,
