
time,ax,ay,az,wx,wy,wz,
0.003,0.50,-0.24,-0.74,-0.16,-0.05,-1.10,
0.004,0.42,-0.03,-0.66,-0.16,-0.05,-1.10,
0.004,0.42,-0.03,-0.66,-0.17,-0.03,-1.11,
0.005,0.42,-0.03,-0.66,-0.18,-0.01,-1.11,
0.006,0.42,-0.03,-0.66,-0.19,0.00,-1.11,
0.024,0.42,-0.03,-0.66,-0.19,0.02,-1.11,
0.024,0.42,-0.03,-0.66,-0.20,0.03,-1.11,
0.024,0.44,0.05,-0.35,-0.20,0.03,-1.11,
0.025,0.44,0.05,-0.35,-0.20,0.05,-1.12,
0.025,0.44,0.05,-0.35,-0.20,0.06,-1.12,
0.025,0.44,0.05,-0.35,-0.20,0.07,-1.13,
0.025,0.44,0.05,-0.35,-0.20,0.08,-1.13,
0.026,0.44,0.05,-0.35,-0.20,0.09,-1.13,
0.026,0.41,0.05,0.05,-0.20,0.09,-1.13,
0.026,0.41,0.05,0.05,-0.20,0.10,-1.14,
0.027,0.41,0.05,0.05,-0.20,0.11,-1.14,
0.027,0.41,0.05,0.05,-0.19,0.12,-1.14,
0.027,0.41,0.05,0.05,-0.18,0.13,-1.15,
0.027,0.41,0.05,0.05,-0.17,0.14,-1.15,
0.028,0.36,0.04,0.71,-0.17,0.14,-1.15,
0.028,0.36,0.04,0.71,-0.16,0.15,-1.15,
0.028,0.36,0.04,0.71,-0.14,0.16,-1.15,
0.029,0.36,0.04,0.71,-0.12,0.17,-1.15,
0.029,0.36,0.04,0.71,-0.10,0.19,-1.14,
0.029,0.36,0.04,0.71,-0.07,0.20,-1.14,
0.032,0.20,0.07,1.55,-0.07,0.20,-1.14,
0.033,0.20,0.07,1.55,-0.05,0.20,-1.14,
0.033,0.20,0.07,1.55,-0.02,0.20,-1.13,
0.034,0.20,0.07,1.55,-0.00,0.20,-1.13,
0.037,0.20,0.07,1.55,0.02,0.20,-1.13,
0.043,0.20,0.07,1.55,0.04,0.19,-1.12,
0.044,0.13,-0.13,1.87,0.04,0.19,-1.12,
0.045,0.13,-0.13,1.87,0.06,0.18,-1.12,
0.045,0.13,-0.13,1.87,0.09,0.17,-1.12,
0.045,0.13,-0.13,1.87,0.11,0.16,-1.12,
0.046,0.13,-0.13,1.87,0.13,0.15,-1.12,
0.06,0.13,-0.13,1.87,0.14,0.14,-1.12,
0.061,0.07,-0.27,1.70,0.14,0.14,-1.12,
