
time,ax,ay,az,wx,wy,wz,
0.002,-0.24,-0.88,-1.10,-0.21,-1.70,-0.35,
0.002,-0.24,-0.88,-1.10,-0.23,-1.71,-0.34,
0.002,-0.24,-0.88,-1.10,-0.28,-1.72,-0.32,
0.003,-0.54,-0.81,-1.89,-0.28,-1.72,-0.32,
0.003,-0.54,-0.81,-1.89,-0.33,-1.73,-0.30,
0.004,-0.54,-0.81,-1.89,-0.38,-1.73,-0.27,
0.007,-0.54,-0.81,-1.89,-0.46,-1.72,-0.24,
0.009,-0.54,-0.81,-1.89,-0.49,-1.72,-0.23,
0.015,-0.54,-0.81,-1.89,-0.55,-1.70,-0.20,
0.016,-0.78,-0.51,-2.47,-0.55,-1.70,-0.20,
0.016,-0.78,-0.51,-2.47,-0.61,-1.68,-0.17,
0.016,-0.78,-0.51,-2.47,-0.67,-1.66,-0.15,
0.019,-0.78,-0.51,-2.47,-0.75,-1.60,-0.10,
0.019,-0.78,-0.51,-2.47,-0.78,-1.59,-0.09,
0.02,-0.78,-0.51,-2.47,-0.84,-1.55,-0.06,
0.022,-0.81,-0.30,-2.52,-0.84,-1.55,-0.06,
0.023,-0.81,-0.30,-2.52,-0.89,-1.51,-0.03,
0.024,-0.81,-0.30,-2.52,-0.94,-1.47,-0.00,
0.066,-0.81,-0.30,-2.52,-1.02,-1.43,0.04,
0.067,-0.81,-0.30,-2.52,-1.05,-1.42,0.05,
0.067,-0.81,-0.30,-2.52,-1.09,-1.40,0.08,
0.067,-0.79,-0.17,-2.32,-1.09,-1.40,0.08,
0.067,-0.79,-0.17,-2.32,-1.13,-1.38,0.11,
0.068,-0.79,-0.17,-2.32,-1.17,-1.38,0.14,
0.068,-0.79,-0.17,-2.32,-1.22,-1.37,0.17,
0.068,-0.79,-0.17,-2.32,-1.24,-1.37,0.18,
0.068,-0.79,-0.17,-2.32,-1.26,-1.36,0.20,
0.069,-0.71,-0.36,-2.05,-1.26,-1.36,0.20,
0.069,-0.71,-0.36,-2.05,-1.29,-1.36,0.22,
0.069,-0.71,-0.36,-2.05,-1.31,-1.35,0.23,
0.069,-0.71,-0.36,-2.05,-1.34,-1.34,0.25,
0.069,-0.71,-0.36,-2.05,-1.35,-1.33,0.26,
0.069,-0.71,-0.36,-2.05,-1.36,-1.32,0.27,
0.07,-0.55,-0.68,-1.78,-1.36,-1.32,0.27,
0.07,-0.55,-0.68,-1.78,-1.37,-1.31,0.28,
0.07,-0.55,-0.68,-1.78,-1.38,-1.30,0.29,
0.07,-0.55,-0.68,-1.78,-1.39,-1.28,0.29,
0.07,-0.55,-0.68,-1.78,-1.39,-1.28,0.29,
0.071,-0.55,-0.68,-1.78,-1.39,-1.27,0.30,
0.071,-0.27,-1.02,-1.19,-1.39,-1.27,0.30,
0.071,-0.27,-1.02,-1.19,-1.38,-1.27,0.30,
0.071,-0.27,-1.02,-1.19,-1.38,-1.26,0.30,
0.071,-0.27,-1.02,-1.19,-1.36,-1.26,0.29,
0.071,-0.27,-1.02,-1.19,-1.35,-1.26,0.28,
0.072,-0.27,-1.02,-1.19,-1.34,-1.27,0.27,
0.075,0.08,-1.12,-0.45,-1.34,-1.27,0.27,
0.075,0.08,-1.12,-0.45,-1.32,-1.27,0.26,
0.075,0.08,-1.12,-0.45,-1.31,-1.28,0.25,
0.089,0.08,-1.12,-0.45,-1.28,-1.29,0.23,
0.09,0.08,-1.12,-0.45,-1.27,-1.30,0.22,
0.09,0.08,-1.12,-0.45,-1.25,-1.31,0.21,
0.09,0.16,-0.98,-0.03,-1.25,-1.31,0.21,
0.091,0.16,-0.98,-0.03,-1.23,-1.33,0.19,
0.091,0.16,-0.98,-0.03,-1.22,-1.36,0.18,
0.091,0.16,-0.98,-0.03,-1.19,-1.40,0.16,
0.091,0.16,-0.98,-0.03,-1.19,-1.42,0.15,
0.091,0.16,-0.98,-0.03,-1.18,-1.45,0.14,
0.093,0.02,-0.92,-0.19,-1.18,-1.45,0.14,
0.093,0.02,-0.92,-0.19,-1.17,-1.49,0.13,
0.103,0.02,-0.92,-0.19,-1.16,-1.55,0.13,
0.103,0.02,-0.92,-0.19,-1.15,-1.62,0.12,
0.103,0.02,-0.92,-0.19,-1.15,-1.65,0.11,
0.104,0.02,-0.92,-0.19,-1.16,-1.70,0.11,
0.105,-0.21,-0.97,-0.60,-1.16,-1.70,0.11,
0.106,-0.21,-0.97,-0.60,-1.17,-1.74,0.11,
0.106,-0.21,-0.97,-0.60,-1.19,-1.79,0.11,
0.108,-0.21,-0.97,-0.60,-1.20,-1.84,0.11,
0.117,-0.21,-0.97,-0.60,-1.21,-1.86,0.11,
0.118,-0.21,-0.97,-0.60,-1.23,-1.89,0.12,
0.118,-0.26,-0.88,-1.02,-1.23,-1.89,0.12,
0.118,-0.26,-0.88,-1.02,-1.25,-1.92,0.12,
0.126,-0.26,-0.88,-1.02,-1.27,-1.94,0.12,
0.126,-0.26,-0.88,-1.02,-1.31,-1.96,0.13,
0.126,-0.26,-0.88,-1.02,-1.32,-1.96,0.13,
0.126,-0.26,-0.88,-1.02,-1.34,-1.96,0.13,
0.126,0.18,-0.75,-1.11,-1.34,-1.96,0.13,
0.127,0.18,-0.75,-1.11,-1.36,-1.96,0.13,
0.127,0.18,-0.75,-1.11,-1.38,-1.95,0.14,
0.139,0.18,-0.75,-1.11,-1.41,-1.93,0.14,
0.14,0.18,-0.75,-1.11,-1.42,-1.93,0.15,
0.14,0.18,-0.75,-1.11,-1.44,-1.91,0.16,
0.14,0.54,-0.60,-0.88,-1.44,-1.91,0.16,
0.14,0.54,-0.60,-0.88,-1.47,-1.89,0.17,
0.142,0.54,-0.60,-0.88,-1.50,-1.87,0.18,
0.142,0.54,-0.60,-0.88,-1.53,-1.83,0.20,
0.152,0.54,-0.60,-0.88,-1.54,-1.82,0.21,
0.153,0.54,-0.60,-0.88,-1.55,-1.78,0.22,
0.153,0.72,-0.45,-0.55,-1.55,-1.78,0.22,
0.153,0.72,-0.45,-0.55,-1.56,-1.75,0.23,
0.153,0.72,-0.45,-0.55,-1.57,-1.71,0.24,
0.154,0.72,-0.45,-0.55,-1.59,-1.67,0.26,
0.154,0.72,-0.45,-0.55,-1.60,-1.65,0.26,
0.154,0.72,-0.45,-0.55,-1.61,-1.63,0.26,
0.155,1.03,-0.25,-0.35,-1.61,-1.63,0.26,
0.155,1.03,-0.25,-0.35,-1.63,-1.60,0.26,
0.155,1.03,-0.25,-0.35,-1.64,-1.58,0.25,
0.159,1.03,-0.25,-0.35,-1.66,-1.54,0.25,
0.159,1.03,-0.25,-0.35,-1.67,-1.53,0.24,
0.186,1.03,-0.25,-0.35,-1.69,-1.51,0.23,
0.186,1.09,-0.11,-0.47,-1.69,-1.51,0.23,
0.187,1.09,-0.11,-0.47,-1.70,-1.49,0.22,
0.187,1.09,-0.11,-0.47,-1.72,-1.46,0.21,
0.187,1.09,-0.11,-0.47,-1.74,-1.42,0.19,
