
time,ax,ay,az,wx,wy,wz,
0.003,-1.10,-0.04,-1.06,0.15,-1.32,-1.31,
0.004,-1.10,-0.04,-1.06,0.13,-1.37,-1.30,
0.004,-1.10,-0.04,-1.06,0.13,-1.38,-1.30,
0.004,-1.10,-0.04,-1.06,0.12,-1.41,-1.30,
0.005,-0.92,-0.02,-1.12,0.12,-1.41,-1.30,
0.005,-0.92,-0.02,-1.12,0.10,-1.44,-1.30,
0.005,-0.92,-0.02,-1.12,0.09,-1.47,-1.30,
0.008,-0.92,-0.02,-1.12,0.07,-1.51,-1.30,
0.026,-0.92,-0.02,-1.12,0.07,-1.53,-1.30,
0.026,-0.92,-0.02,-1.12,0.06,-1.55,-1.30,
0.026,-0.82,-0.04,-1.10,0.06,-1.55,-1.30,
0.027,-0.82,-0.04,-1.10,0.05,-1.57,-1.29,
0.027,-0.82,-0.04,-1.10,0.04,-1.59,-1.29,
0.027,-0.82,-0.04,-1.10,0.04,-1.63,-1.28,
0.027,-0.82,-0.04,-1.10,0.03,-1.64,-1.28,
0.027,-0.82,-0.04,-1.10,0.03,-1.66,-1.28,
0.028,-0.54,-0.07,-1.03,0.03,-1.66,-1.28,
0.028,-0.54,-0.07,-1.03,0.03,-1.68,-1.28,
0.028,-0.54,-0.07,-1.03,0.03,-1.71,-1.29,
0.028,-0.54,-0.07,-1.03,0.05,-1.76,-1.29,
0.028,-0.54,-0.07,-1.03,0.06,-1.77,-1.29,
0.032,-0.54,-0.07,-1.03,0.08,-1.78,-1.29,
0.033,-0.25,-0.03,-0.84,0.08,-1.78,-1.29,
0.033,-0.25,-0.03,-0.84,0.10,-1.80,-1.29,
0.034,-0.25,-0.03,-0.84,0.11,-1.81,-1.30,
0.038,-0.25,-0.03,-0.84,0.13,-1.84,-1.30,
0.038,-0.25,-0.03,-0.84,0.14,-1.85,-1.30,
0.046,-0.25,-0.03,-0.84,0.14,-1.86,-1.30,
0.047,-0.17,0.05,-0.85,0.14,-1.86,-1.30,
0.047,-0.17,0.05,-0.85,0.15,-1.88,-1.30,
0.048,-0.17,0.05,-0.85,0.15,-1.89,-1.30,
0.048,-0.17,0.05,-0.85,0.16,-1.92,-1.31,
0.049,-0.17,0.05,-0.85,0.16,-1.92,-1.31,
0.051,-0.17,0.05,-0.85,0.15,-1.94,-1.31,
0.053,-0.27,0.01,-0.99,0.15,-1.94,-1.31,
0.053,-0.27,0.01,-0.99,0.15,-1.95,-1.31,
0.055,-0.27,0.01,-0.99,0.15,-1.97,-1.31,
0.079,-0.27,0.01,-0.99,0.14,-1.98,-1.32,
0.079,-0.27,0.01,-0.99,0.14,-1.99,-1.32,
0.079,-0.27,0.01,-0.99,0.13,-2.01,-1.32,
0.079,-0.30,0.10,-1.03,0.13,-2.01,-1.32,
0.079,-0.30,0.10,-1.03,0.12,-2.02,-1.33,
0.08,-0.30,0.10,-1.03,0.11,-2.04,-1.33,
0.08,-0.30,0.10,-1.03,0.09,-2.08,-1.33,
0.08,-0.30,0.10,-1.03,0.09,-2.08,-1.33,
0.08,-0.30,0.10,-1.03,0.07,-2.10,-1.32,
0.08,-0.38,0.04,-0.87,0.07,-2.10,-1.32,
0.081,-0.38,0.04,-0.87,0.05,-2.12,-1.32,
0.081,-0.38,0.04,-0.87,0.04,-2.15,-1.32,
0.081,-0.38,0.04,-0.87,0.02,-2.18,-1.33,
0.081,-0.38,0.04,-0.87,0.01,-2.18,-1.33,
0.081,-0.38,0.04,-0.87,-0.01,-2.18,-1.33,
0.098,-0.19,0.29,-0.90,-0.01,-2.18,-1.33,
0.098,-0.19,0.29,-0.90,-0.02,-2.18,-1.34,
0.098,-0.19,0.29,-0.90,-0.04,-2.19,-1.35,
0.099,-0.19,0.29,-0.90,-0.06,-2.21,-1.36,
0.099,-0.19,0.29,-0.90,-0.06,-2.22,-1.36,
0.099,-0.19,0.29,-0.90,-0.07,-2.24,-1.37,
0.099,-0.24,0.57,-0.93,-0.07,-2.24,-1.37,
0.099,-0.24,0.57,-0.93,-0.08,-2.26,-1.38,
0.1,-0.24,0.57,-0.93,-0.08,-2.27,-1.39,
0.1,-0.24,0.57,-0.93,-0.09,-2.30,-1.40,
0.1,-0.24,0.57,-0.93,-0.09,-2.32,-1.41,
0.141,-0.24,0.57,-0.93,-0.09,-2.35,-1.42,
