
time,ax,ay,az,wx,wy,wz,
0.002,-0.20,-0.00,0.55,-0.28,-0.08,0.90,
0.002,-0.20,-0.00,0.55,-0.27,-0.10,0.89,
0.003,-0.20,-0.00,0.55,-0.26,-0.12,0.89,
0.003,-0.03,0.04,0.47,-0.26,-0.12,0.89,
0.003,-0.03,0.04,0.47,-0.25,-0.15,0.88,
0.004,-0.03,0.04,0.47,-0.24,-0.18,0.87,
0.006,-0.03,0.04,0.47,-0.23,-0.21,0.86,
0.008,-0.03,0.04,0.47,-0.21,-0.24,0.85,
0.012,-0.03,0.04,0.47,-0.20,-0.27,0.84,
0.013,0.02,0.04,0.54,-0.20,-0.27,0.84,
0.013,0.02,0.04,0.54,-0.18,-0.31,0.82,
0.016,0.02,0.04,0.54,-0.17,-0.34,0.81,
0.017,0.02,0.04,0.54,-0.16,-0.36,0.79,
0.018,0.02,0.04,0.54,-0.15,-0.39,0.78,
0.02,0.02,0.04,0.54,-0.13,-0.43,0.76,
0.022,-0.12,-0.03,0.41,-0.13,-0.43,0.76,
0.023,-0.12,-0.03,0.41,-0.12,-0.45,0.74,
0.024,-0.12,-0.03,0.41,-0.11,-0.48,0.73,
0.026,-0.12,-0.03,0.41,-0.11,-0.51,0.72,
0.028,-0.12,-0.03,0.41,-0.10,-0.54,0.71,
0.031,-0.12,-0.03,0.41,-0.10,-0.57,0.70,
0.033,-0.35,-0.17,0.11,-0.10,-0.57,0.70,
0.034,-0.35,-0.17,0.11,-0.09,-0.60,0.69,
0.036,-0.35,-0.17,0.11,-0.09,-0.63,0.69,
0.038,-0.35,-0.17,0.11,-0.08,-0.66,0.69,
0.04,-0.35,-0.17,0.11,-0.08,-0.70,0.69,
0.041,-0.35,-0.17,0.11,-0.08,-0.74,0.69,
0.042,-0.49,-0.41,-0.17,-0.08,-0.74,0.69,
0.043,-0.49,-0.41,-0.17,-0.09,-0.78,0.69,
0.044,-0.49,-0.41,-0.17,-0.10,-0.83,0.69,
0.047,-0.49,-0.41,-0.17,-0.10,-0.87,0.69,
0.048,-0.49,-0.41,-0.17,-0.12,-0.91,0.70,
0.05,-0.49,-0.41,-0.17,-0.13,-0.94,0.70,
0.053,-0.42,-0.37,-0.51,-0.13,-0.94,0.70,
0.053,-0.42,-0.37,-0.51,-0.14,-0.98,0.71,
0.054,-0.42,-0.37,-0.51,-0.15,-1.01,0.72,
0.056,-0.42,-0.37,-0.51,-0.16,-1.05,0.74,
0.058,-0.42,-0.37,-0.51,-0.17,-1.08,0.76,
0.061,-0.42,-0.37,-0.51,-0.19,-1.12,0.78,
0.062,-0.36,-0.28,-0.56,-0.19,-1.12,0.78,
0.062,-0.36,-0.28,-0.56,-0.20,-1.14,0.81,
0.064,-0.36,-0.28,-0.56,-0.21,-1.17,0.84,
0.066,-0.36,-0.28,-0.56,-0.22,-1.18,0.87,
0.068,-0.36,-0.28,-0.56,-0.24,-1.18,0.90,
0.07,-0.36,-0.28,-0.56,-0.26,-1.17,0.92,
0.088,-0.29,-0.29,-0.41,-0.26,-1.17,0.92,
0.088,-0.29,-0.29,-0.41,-0.27,-1.16,0.95,
0.089,-0.29,-0.29,-0.41,-0.28,-1.16,0.97,
0.089,-0.29,-0.29,-0.41,-0.30,-1.15,0.99,
0.089,-0.29,-0.29,-0.41,-0.31,-1.15,1.00,
0.089,-0.29,-0.29,-0.41,-0.32,-1.15,1.01,
0.089,-0.05,-0.42,-0.25,-0.32,-1.15,1.01,
0.089,-0.05,-0.42,-0.25,-0.32,-1.14,1.02,
0.09,-0.05,-0.42,-0.25,-0.33,-1.14,1.02,
0.09,-0.05,-0.42,-0.25,-0.34,-1.13,1.02,
0.09,-0.05,-0.42,-0.25,-0.34,-1.12,1.01,
0.09,-0.05,-0.42,-0.25,-0.35,-1.11,1.01,
0.092,0.33,-0.32,-0.22,-0.35,-1.11,1.01,
0.094,0.33,-0.32,-0.22,-0.36,-1.10,1.00,
0.095,0.33,-0.32,-0.22,-0.36,-1.07,0.99,
0.096,0.33,-0.32,-0.22,-0.36,-1.02,0.98,
0.098,0.33,-0.32,-0.22,-0.37,-0.95,0.97,
0.1,0.33,-0.32,-0.22,-0.37,-0.88,0.97,
0.13,0.76,0.01,-0.64,-0.37,-0.88,0.97,
0.133,0.76,0.01,-0.64,-0.39,-0.79,0.96,
0.134,0.76,0.01,-0.64,-0.41,-0.71,0.95,
0.134,0.76,0.01,-0.64,-0.44,-0.62,0.94,
0.135,0.76,0.01,-0.64,-0.48,-0.54,0.92,
0.135,0.76,0.01,-0.64,-0.52,-0.47,0.90,
0.135,1.09,0.29,-1.32,-0.52,-0.47,0.90,
0.136,1.09,0.29,-1.32,-0.56,-0.40,0.88,
0.136,1.09,0.29,-1.32,-0.60,-0.33,0.87,
0.136,1.09,0.29,-1.32,-0.64,-0.27,0.86,
0.137,1.09,0.29,-1.32,-0.67,-0.22,0.85,
0.137,1.09,0.29,-1.32,-0.70,-0.17,0.84,
0.138,0.84,0.50,-1.13,-0.70,-0.17,0.84,
0.139,0.84,0.50,-1.13,-0.72,-0.13,0.84,
0.143,0.84,0.50,-1.13,-0.74,-0.09,0.84,
0.145,0.84,0.50,-1.13,-0.75,-0.06,0.84,
0.145,0.84,0.50,-1.13,-0.77,-0.04,0.85,
0.169,0.84,0.50,-1.13,-0.77,-0.02,0.84,
0.169,0.39,0.36,-0.69,-0.77,-0.02,0.84,
0.17,0.39,0.36,-0.69,-0.77,-0.01,0.85,
0.17,0.39,0.36,-0.69,-0.77,-0.01,0.84,
0.171,0.39,0.36,-0.69,-0.76,-0.03,0.84,
0.171,0.39,0.36,-0.69,-0.75,-0.05,0.83,
0.171,0.39,0.36,-0.69,-0.73,-0.08,0.82,
0.172,0.26,0.16,-0.35,-0.73,-0.08,0.82,
0.172,0.26,0.16,-0.35,-0.66,-0.21,0.79,
0.173,0.26,0.16,-0.35,-0.66,-0.21,0.79,
0.173,0.26,0.16,-0.35,-0.64,-0.26,0.79,
0.174,0.26,0.16,-0.35,-0.64,-0.26,0.79,
0.174,0.26,0.16,-0.35,-0.61,-0.32,0.78,
0.174,0.61,0.09,-0.01,-0.61,-0.32,0.78,
0.175,0.61,0.09,-0.01,-0.59,-0.38,0.77,
0.175,0.61,0.09,-0.01,-0.56,-0.45,0.76,
0.176,0.61,0.09,-0.01,-0.52,-0.52,0.75,
0.176,0.61,0.09,-0.01,-0.49,-0.59,0.75,
0.176,0.61,0.09,-0.01,-0.45,-0.66,0.74,
0.177,0.92,0.11,0.39,-0.45,-0.66,0.74,
0.177,0.92,0.11,0.39,-0.41,-0.73,0.74,
0.178,0.92,0.11,0.39,-0.36,-0.80,0.73,
0.178,0.92,0.11,0.39,-0.31,-0.86,0.72,
0.178,0.92,0.11,0.39,-0.26,-0.93,0.71,
0.179,0.92,0.11,0.39,-0.20,-1.00,0.71,
0.179,1.06,0.01,0.90,-0.20,-1.00,0.71,
0.18,1.06,0.01,0.90,-0.15,-1.07,0.70,
0.18,1.06,0.01,0.90,-0.09,-1.14,0.68,
0.181,1.06,0.01,0.90,-0.04,-1.21,0.67,
0.181,1.06,0.01,0.90,0.02,-1.27,0.66,
0.181,1.06,0.01,0.90,0.08,-1.33,0.64,
0.198,1.18,-0.14,1.32,0.08,-1.33,0.64,
0.198,1.18,-0.14,1.32,0.13,-1.39,0.63,
0.198,1.18,-0.14,1.32,0.20,-1.44,0.62,
0.199,1.18,-0.14,1.32,0.26,-1.49,0.61,
0.199,1.18,-0.14,1.32,0.32,-1.52,0.60,
0.199,1.18,-0.14,1.32,0.39,-1.56,0.60,
0.2,0.66,-0.36,1.90,0.39,-1.56,0.60,
0.2,0.66,-0.36,1.90,0.45,-1.57,0.60,
0.2,0.66,-0.36,1.90,0.52,-1.57,0.61,
0.2,0.66,-0.36,1.90,0.58,-1.56,0.62,
0.201,0.66,-0.36,1.90,0.64,-1.55,0.64,
0.201,0.66,-0.36,1.90,0.70,-1.54,0.66,
0.204,-0.44,-0.63,2.14,0.70,-1.54,0.66,
0.204,-0.44,-0.63,2.14,0.74,-1.53,0.67,
0.204,-0.44,-0.63,2.14,0.79,-1.53,0.69,
0.208,-0.44,-0.63,2.14,0.82,-1.53,0.71,
0.211,-0.44,-0.63,2.14,0.84,-1.53,0.72,
0.212,-0.44,-0.63,2.14,0.86,-1.53,0.74,
0.216,-0.71,-0.55,1.50,0.86,-1.53,0.74,
0.216,-0.71,-0.55,1.50,0.88,-1.52,0.74,
0.218,-0.71,-0.55,1.50,0.88,-1.52,0.75,
0.218,-0.71,-0.55,1.50,0.88,-1.50,0.76,
0.219,-0.71,-0.55,1.50,0.88,-1.47,0.77,
0.231,-0.71,-0.55,1.50,0.88,-1.42,0.77,
0.231,-0.59,-0.55,0.75,0.88,-1.42,0.77,
0.232,-0.59,-0.55,0.75,0.87,-1.37,0.78,
0.232,-0.59,-0.55,0.75,0.86,-1.31,0.79,
0.232,-0.59,-0.55,0.75,0.85,-1.25,0.80,
0.232,-0.59,-0.55,0.75,0.84,-1.18,0.81,
0.233,-0.59,-0.55,0.75,0.83,-1.11,0.82,
0.234,-0.70,-0.72,0.73,0.83,-1.11,0.82,
0.234,-0.70,-0.72,0.73,0.81,-1.05,0.83,
0.235,-0.70,-0.72,0.73,0.80,-0.99,0.85,
0.242,-0.70,-0.72,0.73,0.78,-0.93,0.86,
0.242,-0.70,-0.72,0.73,0.76,-0.87,0.87,
0.242,-0.70,-0.72,0.73,0.73,-0.81,0.88,
0.243,-0.70,-0.75,0.61,0.73,-0.81,0.88,
0.243,-0.70,-0.75,0.61,0.70,-0.76,0.88,
0.244,-0.70,-0.75,0.61,0.66,-0.71,0.88,
0.248,-0.70,-0.75,0.61,0.61,-0.66,0.88,
0.25,-0.70,-0.75,0.61,0.57,-0.61,0.87,
0.254,-0.70,-0.75,0.61,0.53,-0.57,0.87,
0.265,-0.42,-0.57,-0.06,0.53,-0.57,0.87,
0.266,-0.42,-0.57,-0.06,0.49,-0.53,0.86,
0.266,-0.42,-0.57,-0.06,0.47,-0.50,0.85,
0.266,-0.42,-0.57,-0.06,0.44,-0.49,0.84,
0.267,-0.42,-0.57,-0.06,0.41,-0.50,0.83,
0.267,-0.42,-0.57,-0.06,0.38,-0.52,0.81,
0.267,-0.11,-0.56,-0.13,0.38,-0.52,0.81,
0.267,-0.11,-0.56,-0.13,0.35,-0.55,0.79,
0.268,-0.11,-0.56,-0.13,0.33,-0.59,0.77,
0.268,-0.11,-0.56,-0.13,0.31,-0.65,0.75,
0.27,-0.11,-0.56,-0.13,0.29,-0.73,0.72,
0.27,-0.11,-0.56,-0.13,0.28,-0.81,0.69,
0.273,0.20,-0.57,0.09,0.28,-0.81,0.69,
0.273,0.20,-0.57,0.09,0.27,-0.91,0.67,
0.274,0.20,-0.57,0.09,0.26,-1.02,0.65,
0.279,0.20,-0.57,0.09,0.26,-1.12,0.63,
0.279,0.20,-0.57,0.09,0.27,-1.21,0.60,
0.281,0.20,-0.57,0.09,0.28,-1.31,0.59,
0.283,-0.33,-0.33,0.86,0.28,-1.31,0.59,
0.283,-0.33,-0.33,0.86,0.29,-1.40,0.57,
0.284,-0.33,-0.33,0.86,0.32,-1.47,0.56,
0.286,-0.33,-0.33,0.86,0.34,-1.53,0.55,
0.289,-0.33,-0.33,0.86,0.36,-1.59,0.54,
0.29,-0.33,-0.33,0.86,0.37,-1.64,0.54,
0.293,-0.83,-0.12,0.92,0.37,-1.64,0.54,
0.293,-0.83,-0.12,0.92,0.39,-1.69,0.53,
0.294,-0.83,-0.12,0.92,0.39,-1.73,0.53,
0.312,-0.83,-0.12,0.92,0.39,-1.77,0.52,
0.313,-0.83,-0.12,0.92,0.39,-1.82,0.52,
0.313,-0.83,-0.12,0.92,0.38,-1.88,0.52,
0.313,-0.78,-0.01,0.35,0.38,-1.88,0.52,
0.313,-0.78,-0.01,0.35,0.36,-1.94,0.52,
0.313,-0.78,-0.01,0.35,0.34,-1.99,0.52,
0.314,-0.78,-0.01,0.35,0.32,-2.02,0.53,
0.314,-0.78,-0.01,0.35,0.31,-2.04,0.53,
0.314,-0.78,-0.01,0.35,0.29,-2.07,0.53,
0.314,-0.55,0.22,-0.08,0.29,-2.07,0.53,
0.314,-0.55,0.22,-0.08,0.25,-2.12,0.54,
0.314,-0.55,0.22,-0.08,0.21,-2.17,0.55,
0.321,-0.55,0.22,-0.08,0.17,-2.20,0.56,
0.321,-0.55,0.22,-0.08,0.13,-2.21,0.56,
0.321,-0.55,0.22,-0.08,0.09,-2.19,0.57,
0.335,-0.43,0.31,-0.73,0.09,-2.19,0.57,
0.336,-0.43,0.31,-0.73,0.06,-2.16,0.58,
0.336,-0.43,0.31,-0.73,0.02,-2.11,0.59,
0.336,-0.43,0.31,-0.73,-0.02,-2.06,0.60,
0.336,-0.43,0.31,-0.73,-0.06,-2.01,0.60,
0.337,-0.43,0.31,-0.73,-0.10,-1.95,0.61,
0.337,-0.40,0.64,-0.86,-0.10,-1.95,0.61,
0.337,-0.40,0.64,-0.86,-0.14,-1.90,0.62,
0.337,-0.40,0.64,-0.86,-0.18,-1.86,0.63,
0.337,-0.40,0.64,-0.86,-0.21,-1.82,0.64,
0.338,-0.40,0.64,-0.86,-0.25,-1.79,0.64,
0.344,-0.40,0.64,-0.86,-0.27,-1.76,0.65,
0.345,-0.23,0.89,-0.92,-0.27,-1.76,0.65,
0.345,-0.23,0.89,-0.92,-0.29,-1.72,0.65,
0.345,-0.23,0.89,-0.92,-0.31,-1.69,0.65,
0.346,-0.23,0.89,-0.92,-0.32,-1.66,0.65,
0.352,-0.23,0.89,-0.92,-0.34,-1.63,0.64,
0.352,-0.23,0.89,-0.92,-0.34,-1.61,0.63,
0.353,0.04,0.63,-0.47,-0.34,-1.61,0.63,
0.353,0.04,0.63,-0.47,-0.34,-1.58,0.62,
0.389,0.04,0.63,-0.47,-0.34,-1.56,0.61,
0.39,0.04,0.63,-0.47,-0.33,-1.55,0.59,
0.39,0.04,0.63,-0.47,-0.32,-1.54,0.57,
0.39,0.04,0.63,-0.47,-0.31,-1.53,0.56,
0.39,0.17,0.22,-0.02,-0.31,-1.53,0.56,
0.39,0.17,0.22,-0.02,-0.29,-1.53,0.54,
0.391,0.17,0.22,-0.02,-0.27,-1.53,0.52,
0.391,0.17,0.22,-0.02,-0.24,-1.52,0.51,
0.391,0.17,0.22,-0.02,-0.22,-1.52,0.49,
0.391,0.17,0.22,-0.02,-0.19,-1.52,0.47,
