
time,ax,ay,az,wx,wy,wz,
0.002,-0.42,-0.45,-0.39,-0.07,-0.55,-0.10,
0.002,-0.42,-0.45,-0.39,-0.09,-0.59,-0.10,
0.002,-0.42,-0.45,-0.39,-0.12,-0.61,-0.09,
0.003,-0.42,-0.45,-0.39,-0.15,-0.64,-0.09,
0.003,-0.42,-0.45,-0.39,-0.18,-0.67,-0.09,
0.008,-0.42,-0.45,-0.39,-0.20,-0.70,-0.09,
0.009,-0.43,-0.50,-0.66,-0.20,-0.70,-0.09,
0.009,-0.43,-0.50,-0.66,-0.23,-0.72,-0.08,
0.009,-0.43,-0.50,-0.66,-0.26,-0.73,-0.08,
0.01,-0.43,-0.50,-0.66,-0.28,-0.74,-0.07,
0.01,-0.43,-0.50,-0.66,-0.31,-0.75,-0.07,
0.012,-0.43,-0.50,-0.66,-0.33,-0.76,-0.07,
0.023,-0.58,-0.53,-0.68,-0.33,-0.76,-0.07,
0.024,-0.58,-0.53,-0.68,-0.35,-0.77,-0.06,
0.024,-0.58,-0.53,-0.68,-0.37,-0.78,-0.06,
0.024,-0.58,-0.53,-0.68,-0.38,-0.78,-0.07,
0.024,-0.58,-0.53,-0.68,-0.40,-0.78,-0.07,
0.024,-0.58,-0.53,-0.68,-0.41,-0.78,-0.08,
0.031,-0.58,-0.57,-0.47,-0.41,-0.78,-0.08,
0.031,-0.58,-0.57,-0.47,-0.42,-0.78,-0.09,
0.031,-0.58,-0.57,-0.47,-0.43,-0.77,-0.11,
0.037,-0.58,-0.57,-0.47,-0.44,-0.76,-0.12,
0.038,-0.58,-0.57,-0.47,-0.45,-0.75,-0.14,
0.038,-0.58,-0.57,-0.47,-0.46,-0.74,-0.17,
0.038,-0.50,-0.66,-0.36,-0.46,-0.74,-0.17,
0.038,-0.50,-0.66,-0.36,-0.48,-0.72,-0.20,
0.038,-0.50,-0.66,-0.36,-0.49,-0.69,-0.23,
0.039,-0.50,-0.66,-0.36,-0.51,-0.66,-0.27,
0.04,-0.50,-0.66,-0.36,-0.54,-0.62,-0.31,
0.042,-0.50,-0.66,-0.36,-0.56,-0.59,-0.35,
0.045,-0.29,-0.79,-0.64,-0.56,-0.59,-0.35,
0.045,-0.29,-0.79,-0.64,-0.59,-0.55,-0.40,
0.046,-0.29,-0.79,-0.64,-0.63,-0.51,-0.44,
0.048,-0.29,-0.79,-0.64,-0.66,-0.48,-0.49,
0.051,-0.29,-0.79,-0.64,-0.71,-0.44,-0.54,
0.052,-0.29,-0.79,-0.64,-0.75,-0.40,-0.59,
0.056,-0.18,-0.77,-1.18,-0.75,-0.40,-0.59,
0.056,-0.18,-0.77,-1.18,-0.80,-0.35,-0.63,
0.056,-0.18,-0.77,-1.18,-0.84,-0.30,-0.66,
0.057,-0.18,-0.77,-1.18,-0.89,-0.24,-0.70,
0.06,-0.18,-0.77,-1.18,-0.93,-0.18,-0.72,
0.063,-0.18,-0.77,-1.18,-0.98,-0.11,-0.74,
0.064,-0.52,-0.52,-1.48,-0.98,-0.11,-0.74,
0.065,-0.52,-0.52,-1.48,-1.02,-0.04,-0.76,
0.068,-0.52,-0.52,-1.48,-1.06,0.03,-0.77,
0.068,-0.52,-0.52,-1.48,-1.10,0.10,-0.78,
0.074,-0.52,-0.52,-1.48,-1.13,0.17,-0.79,
0.074,-0.52,-0.52,-1.48,-1.17,0.25,-0.80,
0.074,-1.03,-0.32,-1.62,-1.17,0.25,-0.80,
0.074,-1.03,-0.32,-1.62,-1.20,0.34,-0.82,
0.076,-1.03,-0.32,-1.62,-1.22,0.43,-0.84,
0.077,-1.03,-0.32,-1.62,-1.25,0.53,-0.86,
0.08,-1.03,-0.32,-1.62,-1.27,0.63,-0.87,
0.083,-1.03,-0.32,-1.62,-1.29,0.72,-0.89,
0.087,-1.44,-0.33,-1.61,-1.29,0.72,-0.89,
0.087,-1.44,-0.33,-1.61,-1.30,0.81,-0.90,
0.087,-1.44,-0.33,-1.61,-1.32,0.88,-0.90,
0.088,-1.44,-0.33,-1.61,-1.33,0.94,-0.91,
0.09,-1.44,-0.33,-1.61,-1.35,0.99,-0.91,
0.092,-1.44,-0.33,-1.61,-1.36,1.05,-0.91,
0.095,-1.90,-0.52,-1.23,-1.36,1.05,-0.91,
0.095,-1.90,-0.52,-1.23,-1.37,1.09,-0.91,
0.096,-1.90,-0.52,-1.23,-1.38,1.14,-0.91,
0.105,-1.90,-0.52,-1.23,-1.39,1.18,-0.90,
0.105,-1.90,-0.52,-1.23,-1.40,1.19,-0.89,
0.106,-1.90,-0.52,-1.23,-1.40,1.18,-0.87,
0.106,-2.30,-0.70,-0.90,-1.40,1.18,-0.87,
0.106,-2.30,-0.70,-0.90,-1.41,1.16,-0.86,
0.106,-2.30,-0.70,-0.90,-1.42,1.12,-0.85,
0.108,-2.30,-0.70,-0.90,-1.42,1.08,-0.83,
0.113,-2.30,-0.70,-0.90,-1.43,1.02,-0.82,
0.113,-2.30,-0.70,-0.90,-1.42,0.95,-0.80,
0.15,-2.49,-1.07,-0.09,-1.42,0.95,-0.80,
0.15,-2.49,-1.07,-0.09,-1.41,0.88,-0.77,
0.15,-2.49,-1.07,-0.09,-1.39,0.81,-0.74,
0.151,-2.49,-1.07,-0.09,-1.37,0.76,-0.72,
0.17,-2.49,-1.07,-0.09,-1.34,0.72,-0.68,
0.17,-2.49,-1.07,-0.09,-1.31,0.68,-0.64,
0.171,-2.52,-1.00,0.32,-1.31,0.68,-0.64,
0.171,-2.52,-1.00,0.32,-1.27,0.65,-0.60,
0.171,-2.52,-1.00,0.32,-1.23,0.62,-0.55,
0.171,-2.52,-1.00,0.32,-1.18,0.58,-0.49,
0.172,-2.52,-1.00,0.32,-1.12,0.54,-0.44,
0.172,-2.52,-1.00,0.32,-1.06,0.50,-0.38,
0.172,-2.65,-0.89,0.98,-1.06,0.50,-0.38,
0.173,-2.65,-0.89,0.98,-1.00,0.45,-0.32,
0.173,-2.65,-0.89,0.98,-0.93,0.41,-0.26,
0.173,-2.65,-0.89,0.98,-0.86,0.37,-0.20,
0.173,-2.65,-0.89,0.98,-0.79,0.33,-0.14,
0.174,-2.65,-0.89,0.98,-0.72,0.28,-0.08,
0.174,-2.46,-0.84,1.48,-0.72,0.28,-0.08,
0.174,-2.46,-0.84,1.48,-0.64,0.24,-0.03,
0.175,-2.46,-0.84,1.48,-0.57,0.20,0.02,
0.175,-2.46,-0.84,1.48,-0.51,0.15,0.06,
0.175,-2.46,-0.84,1.48,-0.45,0.11,0.11,
0.175,-2.46,-0.84,1.48,-0.39,0.07,0.14,
0.176,-2.06,-0.92,1.34,-0.39,0.07,0.14,
0.176,-2.06,-0.92,1.34,-0.33,0.03,0.17,
0.176,-2.06,-0.92,1.34,-0.29,-0.03,0.20,
0.176,-2.06,-0.92,1.34,-0.26,-0.08,0.22,
0.177,-2.06,-0.92,1.34,-0.24,-0.14,0.24,
0.177,-2.06,-0.92,1.34,-0.22,-0.19,0.26,
0.177,-1.53,-0.95,0.50,-0.22,-0.19,0.26,
0.177,-1.53,-0.95,0.50,-0.21,-0.24,0.28,
0.178,-1.53,-0.95,0.50,-0.21,-0.28,0.30,
0.178,-1.53,-0.95,0.50,-0.22,-0.32,0.32,
0.178,-1.53,-0.95,0.50,-0.23,-0.33,0.32,
0.184,-1.53,-0.95,0.50,-0.24,-0.34,0.33,
0.184,-1.18,-1.02,-0.73,-0.24,-0.34,0.33,
0.184,-1.18,-1.02,-0.73,-0.27,-0.33,0.33,
