
time,ax,ay,az,wx,wy,wz,
0.002,-0.07,0.65,-1.57,-0.20,-0.52,-0.05,
0.003,-0.07,0.65,-1.57,-0.25,-0.54,-0.04,
0.003,-0.07,0.65,-1.57,-0.31,-0.55,-0.04,
0.003,-0.07,0.65,-1.57,-0.39,-0.55,-0.02,
0.003,-0.07,0.65,-1.57,-0.42,-0.54,-0.01,
0.004,-0.07,0.65,-1.57,-0.47,-0.53,-0.01,
0.004,0.05,0.35,-1.73,-0.47,-0.53,-0.01,
0.004,0.05,0.35,-1.73,-0.53,-0.50,-0.00,
0.006,0.05,0.35,-1.73,-0.58,-0.46,0.00,
0.011,0.05,0.35,-1.73,-0.65,-0.41,0.01,
0.011,0.05,0.35,-1.73,-0.67,-0.38,0.01,
0.015,0.05,0.35,-1.73,-0.71,-0.34,0.01,
0.016,0.28,0.35,-1.49,-0.71,-0.34,0.01,
0.018,0.28,0.35,-1.49,-0.75,-0.30,0.01,
0.02,0.28,0.35,-1.49,-0.78,-0.27,0.00,
0.021,0.28,0.35,-1.49,-0.82,-0.22,-0.00,
0.022,0.28,0.35,-1.49,-0.83,-0.21,-0.01,
0.023,0.28,0.35,-1.49,-0.85,-0.18,-0.01,
0.024,0.50,0.39,-0.78,-0.85,-0.18,-0.01,
0.025,0.50,0.39,-0.78,-0.87,-0.16,-0.02,
0.051,0.50,0.39,-0.78,-0.88,-0.14,-0.02,
0.052,0.50,0.39,-0.78,-0.90,-0.12,-0.03,
0.052,0.50,0.39,-0.78,-0.90,-0.12,-0.04,
0.053,0.50,0.39,-0.78,-0.90,-0.10,-0.04,
0.053,0.56,0.52,-0.20,-0.90,-0.10,-0.04,
0.053,0.56,0.52,-0.20,-0.90,-0.09,-0.05,
0.054,0.56,0.52,-0.20,-0.89,-0.08,-0.06,
0.054,0.56,0.52,-0.20,-0.87,-0.07,-0.06,
0.054,0.56,0.52,-0.20,-0.85,-0.06,-0.06,
0.055,0.56,0.52,-0.20,-0.83,-0.05,-0.06,
0.055,0.50,0.50,0.13,-0.83,-0.05,-0.06,
0.055,0.50,0.50,0.13,-0.81,-0.03,-0.06,
0.084,0.50,0.50,0.13,-0.78,-0.02,-0.07,
0.085,0.50,0.50,0.13,-0.73,-0.01,-0.07,
0.086,0.50,0.50,0.13,-0.72,-0.01,-0.08,
0.087,0.50,0.50,0.13,-0.68,-0.00,-0.08,
0.087,0.62,0.37,0.21,-0.68,-0.00,-0.08,
