
time,ax,ay,az,wx,wy,wz,
0.003,-0.23,-0.06,-0.64,-0.14,-0.26,-0.45,
0.003,-0.23,-0.06,-0.64,-0.13,-0.28,-0.45,
0.003,-0.23,-0.06,-0.64,-0.13,-0.32,-0.46,
0.003,-0.23,-0.06,-0.64,-0.13,-0.37,-0.45,
0.004,-0.23,-0.06,-0.64,-0.14,-0.43,-0.44,
0.004,-0.23,-0.06,-0.64,-0.15,-0.49,-0.43,
0.004,-0.80,-0.04,-1.06,-0.15,-0.49,-0.43,
0.004,-0.80,-0.04,-1.06,-0.16,-0.57,-0.42,
0.005,-0.80,-0.04,-1.06,-0.17,-0.66,-0.40,
0.007,-0.80,-0.04,-1.06,-0.18,-0.74,-0.39,
0.009,-0.80,-0.04,-1.06,-0.20,-0.82,-0.37,
0.012,-0.80,-0.04,-1.06,-0.22,-0.90,-0.35,
0.013,-1.20,0.14,-1.14,-0.22,-0.90,-0.35,
0.015,-1.20,0.14,-1.14,-0.24,-0.96,-0.32,
0.015,-1.20,0.14,-1.14,-0.26,-1.01,-0.30,
0.017,-1.20,0.14,-1.14,-0.28,-1.05,-0.27,
0.019,-1.20,0.14,-1.14,-0.31,-1.08,-0.25,
0.021,-1.20,0.14,-1.14,-0.33,-1.09,-0.22,
0.023,-1.10,0.37,-1.23,-0.33,-1.09,-0.22,
0.023,-1.10,0.37,-1.23,-0.37,-1.09,-0.20,
0.024,-1.10,0.37,-1.23,-0.40,-1.08,-0.17,
0.027,-1.10,0.37,-1.23,-0.43,-1.08,-0.15,
0.028,-1.10,0.37,-1.23,-0.47,-1.06,-0.12,
0.031,-1.10,0.37,-1.23,-0.52,-1.05,-0.10,
0.035,-0.84,0.62,-1.33,-0.52,-1.05,-0.10,
0.035,-0.84,0.62,-1.33,-0.58,-1.03,-0.07,
0.035,-0.84,0.62,-1.33,-0.63,-1.02,-0.05,
0.039,-0.84,0.62,-1.33,-0.65,-1.02,-0.04,
0.042,-0.84,0.62,-1.33,-0.70,-1.01,-0.02,
0.042,-0.84,0.62,-1.33,-0.74,-1.01,-0.00,
0.045,-0.58,0.70,-1.18,-0.74,-1.01,-0.00,
0.045,-0.58,0.70,-1.18,-0.79,-1.01,0.02,
0.045,-0.58,0.70,-1.18,-0.84,-1.02,0.03,
0.076,-0.58,0.70,-1.18,-0.89,-1.02,0.05,
0.077,-0.58,0.70,-1.18,-0.94,-1.04,0.07,
0.077,-0.58,0.70,-1.18,-0.98,-1.07,0.09,
0.077,-0.72,0.63,-0.83,-0.98,-1.07,0.09,
0.077,-0.72,0.63,-0.83,-1.03,-1.09,0.12,
0.078,-0.72,0.63,-0.83,-1.08,-1.12,0.14,
0.078,-0.72,0.63,-0.83,-1.13,-1.15,0.16,
0.078,-0.72,0.63,-0.83,-1.18,-1.19,0.17,
0.078,-0.72,0.63,-0.83,-1.23,-1.21,0.19,
0.079,-0.82,0.72,-0.62,-1.23,-1.21,0.19,
0.079,-0.82,0.72,-0.62,-1.28,-1.24,0.20,
0.079,-0.82,0.72,-0.62,-1.33,-1.25,0.21,
0.079,-0.82,0.72,-0.62,-1.38,-1.26,0.22,
0.08,-0.82,0.72,-0.62,-1.42,-1.25,0.23,
0.08,-0.82,0.72,-0.62,-1.47,-1.24,0.24,
0.084,-0.57,0.83,-0.71,-1.47,-1.24,0.24,
0.085,-0.57,0.83,-0.71,-1.51,-1.23,0.24,
0.085,-0.57,0.83,-0.71,-1.56,-1.20,0.25,
0.085,-0.57,0.83,-0.71,-1.60,-1.18,0.25,
0.085,-0.57,0.83,-0.71,-1.65,-1.15,0.26,
0.086,-0.57,0.83,-0.71,-1.69,-1.12,0.27,
0.086,-0.30,0.69,-0.71,-1.69,-1.12,0.27,
0.086,-0.30,0.69,-0.71,-1.73,-1.10,0.27,
0.086,-0.30,0.69,-0.71,-1.77,-1.08,0.28,
0.087,-0.30,0.69,-0.71,-1.81,-1.06,0.29,
0.096,-0.30,0.69,-0.71,-1.85,-1.05,0.30,
0.096,-0.30,0.69,-0.71,-1.88,-1.04,0.31,
0.097,-0.23,0.65,-0.57,-1.88,-1.04,0.31,
0.097,-0.23,0.65,-0.57,-1.91,-1.03,0.32,
0.097,-0.23,0.65,-0.57,-1.94,-1.02,0.32,
0.098,-0.23,0.65,-0.57,-1.96,-1.00,0.33,
0.1,-0.23,0.65,-0.57,-1.99,-0.99,0.34,
0.107,-0.23,0.65,-0.57,-2.01,-0.97,0.34,
0.108,-0.15,0.56,-0.44,-2.01,-0.97,0.34,
0.108,-0.15,0.56,-0.44,-2.03,-0.96,0.35,
0.108,-0.15,0.56,-0.44,-2.05,-0.94,0.35,
0.109,-0.15,0.56,-0.44,-2.06,-0.93,0.36,
0.109,-0.15,0.56,-0.44,-2.07,-0.92,0.36,
0.111,-0.15,0.56,-0.44,-2.08,-0.91,0.37,
0.148,-0.21,0.50,-0.21,-2.08,-0.91,0.37,
0.148,-0.21,0.50,-0.21,-2.09,-0.90,0.38,
0.148,-0.21,0.50,-0.21,-2.10,-0.89,0.39,
0.148,-0.21,0.50,-0.21,-2.10,-0.87,0.39,
0.148,-0.21,0.50,-0.21,-2.09,-0.82,0.39,
0.149,-0.21,0.50,-0.21,-2.08,-0.75,0.38,
0.149,-0.04,0.75,0.58,-2.08,-0.75,0.38,
0.149,-0.04,0.75,0.58,-2.06,-0.64,0.38,
0.149,-0.04,0.75,0.58,-2.03,-0.53,0.37,
0.149,-0.04,0.75,0.58,-2.01,-0.43,0.36,
0.15,-0.04,0.75,0.58,-1.99,-0.36,0.36,
0.15,-0.04,0.75,0.58,-1.96,-0.32,0.36,
0.15,-0.31,0.81,1.38,-1.96,-0.32,0.36,
0.15,-0.31,0.81,1.38,-1.93,-0.30,0.36,
0.15,-0.31,0.81,1.38,-1.89,-0.31,0.37,
0.15,-0.31,0.81,1.38,-1.85,-0.32,0.37,
0.151,-0.31,0.81,1.38,-1.81,-0.34,0.39,
0.151,-0.31,0.81,1.38,-1.76,-0.35,0.40,
0.151,-0.64,0.82,2.56,-1.76,-0.35,0.40,
0.151,-0.64,0.82,2.56,-1.71,-0.36,0.42,
0.151,-0.64,0.82,2.56,-1.67,-0.37,0.44,
0.151,-0.64,0.82,2.56,-1.61,-0.38,0.46,
0.152,-0.64,0.82,2.56,-1.56,-0.39,0.49,
0.152,-0.64,0.82,2.56,-1.50,-0.39,0.52,
0.158,-0.92,1.02,3.44,-1.50,-0.39,0.52,
0.158,-0.92,1.02,3.44,-1.43,-0.39,0.55,
0.158,-0.92,1.02,3.44,-1.37,-0.38,0.59,
0.158,-0.92,1.02,3.44,-1.30,-0.37,0.62,
0.158,-0.92,1.02,3.44,-1.24,-0.36,0.66,
0.161,-0.92,1.02,3.44,-1.17,-0.34,0.70,
0.164,-0.88,0.96,3.89,-1.17,-0.34,0.70,
0.164,-0.88,0.96,3.89,-1.11,-0.33,0.73,
