
time,ax,ay,az,wx,wy,wz,
0.002,0.40,0.17,-0.45,-0.11,-0.22,-0.03,
0.003,0.40,0.17,-0.45,-0.12,-0.22,-0.03,
0.003,0.40,0.17,-0.45,-0.13,-0.23,-0.02,
0.003,0.32,0.36,-0.37,-0.13,-0.23,-0.02,
0.004,0.32,0.36,-0.37,-0.14,-0.23,-0.01,
0.004,0.32,0.36,-0.37,-0.16,-0.23,-0.01,
0.013,0.32,0.36,-0.37,-0.18,-0.24,0.00,
0.013,0.32,0.36,-0.37,-0.19,-0.24,0.01,
0.013,0.32,0.36,-0.37,-0.20,-0.24,0.01,
0.013,0.32,0.46,-0.42,-0.20,-0.24,0.01,
0.014,0.32,0.46,-0.42,-0.21,-0.24,0.02,
0.014,0.32,0.46,-0.42,-0.23,-0.25,0.03,
0.015,0.32,0.46,-0.42,-0.25,-0.26,0.03,
0.046,0.32,0.46,-0.42,-0.26,-0.26,0.03,
0.046,0.32,0.46,-0.42,-0.28,-0.27,0.04,
0.046,0.43,0.49,-0.53,-0.28,-0.27,0.04,
0.047,0.43,0.49,-0.53,-0.29,-0.27,0.04,
0.047,0.43,0.49,-0.53,-0.31,-0.28,0.04,
0.047,0.43,0.49,-0.53,-0.33,-0.30,0.04,
0.047,0.43,0.49,-0.53,-0.34,-0.31,0.04,
0.047,0.43,0.49,-0.53,-0.35,-0.32,0.04,
0.048,0.58,0.49,-0.52,-0.35,-0.32,0.04,
0.048,0.58,0.49,-0.52,-0.37,-0.34,0.04,
0.048,0.58,0.49,-0.52,-0.38,-0.35,0.03,
0.048,0.58,0.49,-0.52,-0.40,-0.37,0.02,
0.048,0.58,0.49,-0.52,-0.41,-0.38,0.02,
0.048,0.58,0.49,-0.52,-0.42,-0.39,0.01,
0.049,0.76,0.40,-0.24,-0.42,-0.39,0.01,
0.049,0.76,0.40,-0.24,-0.43,-0.40,0.01,
0.049,0.76,0.40,-0.24,-0.44,-0.41,-0.00,
0.049,0.76,0.40,-0.24,-0.46,-0.42,-0.01,
0.049,0.76,0.40,-0.24,-0.47,-0.42,-0.02,
0.049,0.76,0.40,-0.24,-0.49,-0.42,-0.03,
0.054,0.78,0.28,-0.11,-0.49,-0.42,-0.03,
0.054,0.78,0.28,-0.11,-0.50,-0.42,-0.04,
0.054,0.78,0.28,-0.11,-0.52,-0.43,-0.05,
0.056,0.78,0.28,-0.11,-0.55,-0.43,-0.06,
0.056,0.78,0.28,-0.11,-0.56,-0.42,-0.06,
0.073,0.78,0.28,-0.11,-0.58,-0.42,-0.06,
0.073,0.90,0.22,-0.02,-0.58,-0.42,-0.06,
0.073,0.90,0.22,-0.02,-0.59,-0.42,-0.06,
0.073,0.90,0.22,-0.02,-0.61,-0.41,-0.07,
0.073,0.90,0.22,-0.02,-0.64,-0.39,-0.07,
0.074,0.90,0.22,-0.02,-0.65,-0.38,-0.07,
0.074,0.90,0.22,-0.02,-0.67,-0.37,-0.07,
0.074,0.91,0.12,-0.08,-0.67,-0.37,-0.07,
0.074,0.91,0.12,-0.08,-0.70,-0.34,-0.07,
0.074,0.91,0.12,-0.08,-0.72,-0.32,-0.07,
