
time,ax,ay,az,wx,wy,wz,
0.009,0.26,0.44,-1.34,-0.66,-0.73,-0.41,
0.009,0.26,0.44,-1.34,-0.69,-0.73,-0.41,
0.01,0.26,0.44,-1.34,-0.74,-0.72,-0.41,
0.01,0.26,0.44,-1.34,-0.79,-0.72,-0.42,
0.01,0.26,0.44,-1.34,-0.84,-0.72,-0.43,
0.011,0.67,0.09,-0.74,-0.84,-0.72,-0.43,
0.011,0.67,0.09,-0.74,-0.90,-0.72,-0.45,
0.011,0.67,0.09,-0.74,-0.92,-0.72,-0.45,
0.012,0.67,0.09,-0.74,-0.96,-0.71,-0.46,
0.012,0.67,0.09,-0.74,-0.99,-0.69,-0.47,
0.012,0.67,0.09,-0.74,-1.02,-0.66,-0.48,
0.013,0.81,-0.08,0.24,-1.02,-0.66,-0.48,
0.013,0.81,-0.08,0.24,-1.06,-0.59,-0.49,
0.013,0.81,-0.08,0.24,-1.07,-0.57,-0.50,
0.014,0.81,-0.08,0.24,-1.08,-0.52,-0.51,
0.014,0.81,-0.08,0.24,-1.09,-0.46,-0.52,
0.014,0.81,-0.08,0.24,-1.10,-0.40,-0.52,
0.014,0.67,-0.10,1.24,-1.10,-0.40,-0.52,
0.015,0.67,-0.10,1.24,-1.11,-0.30,-0.54,
0.015,0.67,-0.10,1.24,-1.11,-0.27,-0.54,
0.015,0.67,-0.10,1.24,-1.11,-0.20,-0.54,
0.016,0.67,-0.10,1.24,-1.10,-0.13,-0.54,
0.016,0.67,-0.10,1.24,-1.10,-0.05,-0.54,
0.016,0.40,-0.03,1.82,-1.10,-0.05,-0.54,
0.017,0.40,-0.03,1.82,-1.09,0.06,-0.53,
0.017,0.40,-0.03,1.82,-1.08,0.09,-0.53,
0.022,0.40,-0.03,1.82,-1.07,0.16,-0.52,
0.023,0.40,-0.03,1.82,-1.07,0.23,-0.51,
0.023,0.40,-0.03,1.82,-1.06,0.30,-0.50,
0.024,0.11,0.09,2.03,-1.06,0.30,-0.50,
0.035,0.11,0.09,2.03,-1.04,0.40,-0.49,
0.036,0.11,0.09,2.03,-1.04,0.43,-0.49,
0.036,0.11,0.09,2.03,-1.03,0.49,-0.48,
0.036,0.11,0.09,2.03,-1.03,0.56,-0.47,
0.037,0.11,0.09,2.03,-1.02,0.62,-0.47,
0.037,-0.09,0.23,1.83,-1.02,0.62,-0.47,
0.037,-0.09,0.23,1.83,-1.02,0.72,-0.46,
0.038,-0.09,0.23,1.83,-1.02,0.75,-0.46,
0.038,-0.09,0.23,1.83,-1.02,0.81,-0.46,
0.04,-0.09,0.23,1.83,-1.02,0.87,-0.46,
0.047,-0.09,0.23,1.83,-1.03,0.93,-0.47,
0.047,-0.08,0.34,1.28,-1.03,0.93,-0.47,
0.048,-0.08,0.34,1.28,-1.04,1.00,-0.48,
0.048,-0.08,0.34,1.28,-1.05,1.02,-0.48,
0.048,-0.08,0.34,1.28,-1.06,1.06,-0.49,
0.051,-0.08,0.34,1.28,-1.08,1.09,-0.51,
0.052,-0.08,0.34,1.28,-1.11,1.11,-0.53,
0.072,0.16,0.42,0.55,-1.11,1.11,-0.53,
0.073,0.16,0.42,0.55,-1.15,1.13,-0.56,
0.073,0.16,0.42,0.55,-1.16,1.14,-0.57,
0.074,0.16,0.42,0.55,-1.19,1.14,-0.60,
0.074,0.16,0.42,0.55,-1.23,1.13,-0.63,
0.074,0.16,0.42,0.55,-1.26,1.12,-0.66,
0.075,0.62,0.44,0.06,-1.26,1.12,-0.66,
0.075,0.62,0.44,0.06,-1.30,1.09,-0.72,
0.075,0.62,0.44,0.06,-1.32,1.07,-0.74,
0.075,0.62,0.44,0.06,-1.34,1.04,-0.78,
0.076,0.62,0.44,0.06,-1.37,1.01,-0.82,
0.076,0.62,0.44,0.06,-1.39,0.98,-0.86,
0.076,1.26,0.33,0.20,-1.39,0.98,-0.86,
0.077,1.26,0.33,0.20,-1.42,0.94,-0.93,
0.077,1.26,0.33,0.20,-1.43,0.93,-0.95,
0.085,1.26,0.33,0.20,-1.45,0.90,-1.00,
0.086,1.26,0.33,0.20,-1.46,0.88,-1.04,
0.087,1.26,0.33,0.20,-1.47,0.85,-1.08,
0.087,1.44,0.16,0.39,-1.47,0.85,-1.08,
0.087,1.44,0.16,0.39,-1.49,0.79,-1.14,
0.088,1.44,0.16,0.39,-1.49,0.77,-1.16,
0.097,1.44,0.16,0.39,-1.51,0.71,-1.20,
0.098,1.44,0.16,0.39,-1.52,0.65,-1.23,
0.099,1.44,0.16,0.39,-1.53,0.58,-1.26,
0.099,1.44,-0.11,0.56,-1.53,0.58,-1.26,
0.099,1.44,-0.11,0.56,-1.55,0.50,-1.30,
0.1,1.44,-0.11,0.56,-1.56,0.48,-1.31,
0.1,1.44,-0.11,0.56,-1.58,0.44,-1.33,
0.1,1.44,-0.11,0.56,-1.59,0.42,-1.35,
0.108,1.44,-0.11,0.56,-1.61,0.41,-1.36,
0.11,1.20,-0.22,0.04,-1.61,0.41,-1.36,
0.111,1.20,-0.22,0.04,-1.64,0.40,-1.39,
0.112,1.20,-0.22,0.04,-1.66,0.40,-1.40,
0.112,1.20,-0.22,0.04,-1.69,0.41,-1.42,
