
time,ax,ay,az,wx,wy,wz,
0.003,-1.32,0.23,1.90,0.32,-0.56,0.07,
0.003,-1.32,0.23,1.90,0.34,-0.57,0.07,
0.004,-1.32,0.23,1.90,0.35,-0.58,0.08,
0.004,-1.32,0.23,1.90,0.36,-0.59,0.07,
0.004,-1.32,0.23,1.90,0.36,-0.60,0.07,
0.005,-1.32,0.23,1.90,0.36,-0.61,0.07,
0.005,-0.54,0.24,1.21,0.36,-0.61,0.07,
0.005,-0.54,0.24,1.21,0.36,-0.61,0.06,
0.005,-0.54,0.24,1.21,0.35,-0.61,0.06,
0.006,-0.54,0.24,1.21,0.34,-0.60,0.05,
0.006,-0.54,0.24,1.21,0.32,-0.59,0.04,
0.006,-0.54,0.24,1.21,0.30,-0.59,0.04,
0.017,0.24,0.21,0.53,0.30,-0.59,0.04,
0.018,0.24,0.21,0.53,0.29,-0.59,0.03,
0.018,0.24,0.21,0.53,0.27,-0.61,0.03,
0.018,0.24,0.21,0.53,0.25,-0.62,0.02,
0.019,0.24,0.21,0.53,0.22,-0.63,0.01,
0.019,0.24,0.21,0.53,0.20,-0.63,-0.01,
0.019,1.02,-0.08,-0.08,0.20,-0.63,-0.01,
0.02,1.02,-0.08,-0.08,0.17,-0.63,-0.03,
0.02,1.02,-0.08,-0.08,0.15,-0.62,-0.05,
0.028,1.02,-0.08,-0.08,0.13,-0.62,-0.08,
0.029,1.02,-0.08,-0.08,0.11,-0.64,-0.10,
0.029,1.02,-0.08,-0.08,0.10,-0.66,-0.11,
0.03,1.20,-0.13,-0.19,0.10,-0.66,-0.11,
0.03,1.20,-0.13,-0.19,0.09,-0.70,-0.12,
0.03,1.20,-0.13,-0.19,0.09,-0.73,-0.14,
0.032,1.20,-0.13,-0.19,0.08,-0.75,-0.15,
0.036,1.20,-0.13,-0.19,0.07,-0.76,-0.16,
0.036,1.20,-0.13,-0.19,0.06,-0.77,-0.17,
0.038,1.27,-0.20,-0.50,0.06,-0.77,-0.17,
0.039,1.27,-0.20,-0.50,0.05,-0.78,-0.19,
0.04,1.27,-0.20,-0.50,0.04,-0.81,-0.20,
0.043,1.27,-0.20,-0.50,0.03,-0.84,-0.21,
0.045,1.27,-0.20,-0.50,0.03,-0.88,-0.23,
0.046,1.27,-0.20,-0.50,0.02,-0.92,-0.23,
0.05,1.05,-0.12,-0.69,0.02,-0.92,-0.23,
0.051,1.05,-0.12,-0.69,0.02,-0.96,-0.20,
0.051,1.05,-0.12,-0.69,0.03,-1.00,-0.18,
0.059,1.05,-0.12,-0.69,0.03,-1.04,-0.17,
0.06,1.05,-0.12,-0.69,0.04,-1.09,-0.15,
0.06,1.05,-0.12,-0.69,0.05,-1.14,-0.13,
0.061,0.27,0.14,-0.42,0.05,-1.14,-0.13,
0.061,0.27,0.14,-0.42,0.06,-1.18,-0.11,
0.061,0.27,0.14,-0.42,0.07,-1.23,-0.09,
0.064,0.27,0.14,-0.42,0.08,-1.28,-0.07,
0.07,0.27,0.14,-0.42,0.08,-1.32,-0.05,
0.071,0.27,0.14,-0.42,0.09,-1.36,-0.03,
0.071,-0.15,0.17,-0.25,0.09,-1.36,-0.03,
0.071,-0.15,0.17,-0.25,0.09,-1.39,-0.01,
0.072,-0.15,0.17,-0.25,0.10,-1.42,0.02,
0.072,-0.15,0.17,-0.25,0.11,-1.45,0.04,
0.074,-0.15,0.17,-0.25,0.11,-1.48,0.06,
0.076,-0.15,0.17,-0.25,0.12,-1.51,0.08,
0.079,-0.05,0.18,-0.07,0.12,-1.51,0.08,
0.079,-0.05,0.18,-0.07,0.12,-1.54,0.11,
0.08,-0.05,0.18,-0.07,0.12,-1.57,0.13,
0.084,-0.05,0.18,-0.07,0.12,-1.60,0.16,
0.085,-0.05,0.18,-0.07,0.12,-1.63,0.17,
0.087,-0.05,0.18,-0.07,0.11,-1.66,0.19,
0.09,0.40,0.29,0.05,0.11,-1.66,0.19,
0.091,0.40,0.29,0.05,0.11,-1.68,0.20,
0.091,0.40,0.29,0.05,0.10,-1.70,0.21,
0.094,0.40,0.29,0.05,0.09,-1.71,0.21,
0.095,0.40,0.29,0.05,0.09,-1.72,0.21,
0.098,0.40,0.29,0.05,0.08,-1.72,0.21,
0.099,0.85,0.21,-0.08,0.08,-1.72,0.21,
0.099,0.85,0.21,-0.08,0.07,-1.71,0.20,
0.104,0.85,0.21,-0.08,0.06,-1.69,0.19,
0.105,0.85,0.21,-0.08,0.05,-1.67,0.19,
0.105,0.85,0.21,-0.08,0.04,-1.64,0.18,
0.106,0.85,0.21,-0.08,0.04,-1.61,0.18,
0.108,0.80,0.11,-0.52,0.04,-1.61,0.18,
0.108,0.80,0.11,-0.52,0.04,-1.57,0.18,
0.11,0.80,0.11,-0.52,0.04,-1.53,0.19,
0.129,0.80,0.11,-0.52,0.05,-1.48,0.21,
0.129,0.80,0.11,-0.52,0.06,-1.43,0.22,
