
time,ax,ay,az,wx,wy,wz,
0.001,-0.16,-0.26,0.41,-1.44,-0.26,-0.75,
0.002,-0.72,-0.26,1.50,-1.44,-0.26,-0.75,
0.002,-0.72,-0.26,1.50,-1.41,-0.32,-0.72,
0.003,-0.72,-0.26,1.50,-1.40,-0.34,-0.72,
0.003,-0.72,-0.26,1.50,-1.36,-0.38,-0.70,
0.003,-0.72,-0.26,1.50,-1.33,-0.42,-0.68,
0.004,-0.72,-0.26,1.50,-1.29,-0.46,-0.67,
0.004,-1.09,-0.11,2.44,-1.29,-0.46,-0.67,
0.004,-1.09,-0.11,2.44,-1.22,-0.51,-0.65,
0.005,-1.09,-0.11,2.44,-1.20,-0.53,-0.64,
0.005,-1.09,-0.11,2.44,-1.15,-0.56,-0.62,
0.008,-1.09,-0.11,2.44,-1.10,-0.60,-0.60,
0.009,-1.09,-0.11,2.44,-1.05,-0.63,-0.59,
0.011,-1.21,-0.21,2.92,-1.05,-0.63,-0.59,
0.015,-1.21,-0.21,2.92,-0.98,-0.65,-0.58,
0.016,-1.21,-0.21,2.92,-0.96,-0.65,-0.57,
0.016,-1.21,-0.21,2.92,-0.92,-0.65,-0.56,
0.018,-1.21,-0.21,2.92,-0.88,-0.65,-0.55,
0.019,-1.21,-0.21,2.92,-0.83,-0.65,-0.54,
0.021,-1.24,-0.09,3.02,-0.83,-0.65,-0.54,
0.022,-1.24,-0.09,3.02,-0.78,-0.65,-0.53,
0.023,-1.24,-0.09,3.02,-0.76,-0.65,-0.52,
0.025,-1.24,-0.09,3.02,-0.73,-0.64,-0.51,
0.027,-1.24,-0.09,3.02,-0.70,-0.65,-0.50,
0.031,-1.24,-0.09,3.02,-0.68,-0.65,-0.48,
0.032,-1.32,-0.10,2.51,-0.68,-0.65,-0.48,
0.034,-1.32,-0.10,2.51,-0.65,-0.65,-0.46,
0.034,-1.32,-0.10,2.51,-0.64,-0.66,-0.45,
0.035,-1.32,-0.10,2.51,-0.63,-0.66,-0.43,
0.037,-1.32,-0.10,2.51,-0.62,-0.67,-0.41,
0.042,-1.32,-0.10,2.51,-0.62,-0.67,-0.39,
0.043,-1.10,-0.18,1.69,-0.62,-0.67,-0.39,
0.043,-1.10,-0.18,1.69,-0.62,-0.67,-0.36,
0.044,-1.10,-0.18,1.69,-0.62,-0.68,-0.36,
0.057,-1.10,-0.18,1.69,-0.64,-0.68,-0.34,
0.058,-1.10,-0.18,1.69,-0.65,-0.70,-0.33,
0.059,-1.10,-0.18,1.69,-0.66,-0.71,-0.32,
0.059,-0.83,-0.06,1.31,-0.66,-0.71,-0.32,
0.059,-0.83,-0.06,1.31,-0.68,-0.73,-0.31,
0.059,-0.83,-0.06,1.31,-0.69,-0.74,-0.31,
0.06,-0.83,-0.06,1.31,-0.70,-0.76,-0.31,
0.06,-0.83,-0.06,1.31,-0.72,-0.77,-0.30,
0.06,-0.83,-0.06,1.31,-0.73,-0.78,-0.31,
0.071,-0.18,0.09,1.54,-0.73,-0.78,-0.31,
0.072,-0.18,0.09,1.54,-0.74,-0.77,-0.31,
0.072,-0.18,0.09,1.54,-0.74,-0.77,-0.32,
0.072,-0.18,0.09,1.54,-0.75,-0.76,-0.32,
0.073,-0.18,0.09,1.54,-0.75,-0.74,-0.33,
0.073,-0.18,0.09,1.54,-0.75,-0.72,-0.35,
0.073,0.62,0.14,1.98,-0.75,-0.72,-0.35,
0.074,0.62,0.14,1.98,-0.75,-0.66,-0.37,
0.074,0.62,0.14,1.98,-0.75,-0.63,-0.38,
0.077,0.62,0.14,1.98,-0.75,-0.57,-0.40,
0.078,0.62,0.14,1.98,-0.75,-0.50,-0.43,
0.083,0.62,0.14,1.98,-0.74,-0.42,-0.45,
0.084,1.44,0.18,2.75,-0.74,-0.42,-0.45,
0.084,1.44,0.18,2.75,-0.74,-0.27,-0.49,
0.085,1.44,0.18,2.75,-0.74,-0.22,-0.51,
0.085,1.44,0.18,2.75,-0.74,-0.10,-0.54,
0.089,1.44,0.18,2.75,-0.74,0.01,-0.57,
0.09,1.44,0.18,2.75,-0.74,0.13,-0.60,
0.093,2.05,0.10,2.86,-0.74,0.13,-0.60,
0.094,2.05,0.10,2.86,-0.76,0.33,-0.65,
0.094,2.05,0.10,2.86,-0.77,0.39,-0.66,
0.099,2.05,0.10,2.86,-0.78,0.53,-0.69,
0.1,2.05,0.10,2.86,-0.80,0.66,-0.71,
0.1,2.05,0.10,2.86,-0.82,0.79,-0.74,
0.103,1.99,-0.12,2.17,-0.82,0.79,-0.74,
0.103,1.99,-0.12,2.17,-0.87,0.98,-0.77,
0.104,1.99,-0.12,2.17,-0.88,1.04,-0.78,
