
time,ax,ay,az,wx,wy,wz,
0.011,0.55,0.65,1.00,0.04,-0.33,-0.46,
0.013,0.55,0.65,1.00,0.04,-0.36,-0.48,
0.014,0.55,0.65,1.00,0.04,-0.39,-0.50,
0.015,0.55,0.65,1.00,0.04,-0.42,-0.52,
0.016,0.55,0.65,1.00,0.03,-0.46,-0.54,
0.017,0.55,0.65,1.00,0.02,-0.49,-0.55,
0.018,0.35,0.72,1.09,0.02,-0.49,-0.55,
0.018,0.35,0.72,1.09,0.02,-0.54,-0.57,
0.019,0.35,0.72,1.09,0.02,-0.57,-0.58,
0.019,0.35,0.72,1.09,0.01,-0.64,-0.60,
0.019,0.35,0.72,1.09,0.00,-0.68,-0.61,
0.02,0.35,0.72,1.09,-0.00,-0.70,-0.61,
0.02,0.18,0.81,0.89,-0.00,-0.70,-0.61,
0.02,0.18,0.81,0.89,-0.01,-0.74,-0.62,
0.021,0.18,0.81,0.89,-0.01,-0.78,-0.63,
0.021,0.18,0.81,0.89,-0.01,-0.83,-0.64,
0.021,0.18,0.81,0.89,-0.02,-0.88,-0.64,
0.021,0.18,0.81,0.89,-0.02,-0.93,-0.65,
0.022,0.25,0.90,0.89,-0.02,-0.93,-0.65,
0.022,0.25,0.90,0.89,-0.02,-0.98,-0.64,
0.022,0.25,0.90,0.89,-0.02,-1.04,-0.58,
0.023,0.25,0.90,0.89,-0.02,-1.10,-0.54,
0.023,0.25,0.90,0.89,-0.02,-1.22,-0.49,
0.023,0.25,0.90,0.89,-0.03,-1.42,-0.42,
0.024,-1.10,2.38,1.64,-0.03,-1.42,-0.42,
0.024,-1.10,2.38,1.64,-0.05,-1.65,-0.33,
0.024,-1.10,2.38,1.64,-0.06,-1.81,-0.26,
0.031,-1.10,2.38,1.64,-0.07,-1.91,-0.19,
0.032,-1.10,2.38,1.64,-0.08,-1.98,-0.10,
0.032,-1.10,2.38,1.64,-0.09,-2.05,-0.03,
0.033,-1.78,2.43,1.07,-0.09,-2.05,-0.03,
0.033,-1.78,2.43,1.07,-0.10,-2.08,0.04,
0.036,-1.78,2.43,1.07,-0.11,-2.10,0.09,
0.038,-1.78,2.43,1.07,-0.12,-2.09,0.13,
0.038,-1.78,2.43,1.07,-0.13,-2.06,0.16,
0.04,-1.78,2.43,1.07,-0.14,-2.02,0.18,
0.042,-0.81,1.42,0.26,-0.14,-2.02,0.18,
0.042,-0.81,1.42,0.26,-0.16,-1.96,0.19,
0.044,-0.81,1.42,0.26,-0.18,-1.89,0.20,
0.047,-0.81,1.42,0.26,-0.22,-1.77,0.20,
0.06,-0.81,1.42,0.26,-0.23,-1.73,0.19,
0.06,-0.81,1.42,0.26,-0.26,-1.66,0.17,
0.061,0.73,0.68,-0.61,-0.26,-1.66,0.17,
0.061,0.73,0.68,-0.61,-0.29,-1.59,0.15,
0.061,0.73,0.68,-0.61,-0.32,-1.55,0.13,
0.069,0.73,0.68,-0.61,-0.34,-1.50,0.09,
0.069,0.73,0.68,-0.61,-0.35,-1.49,0.07,
0.07,0.73,0.68,-0.61,-0.37,-1.48,0.04,
0.07,1.93,-0.02,-0.36,-0.37,-1.48,0.04,
0.07,1.93,-0.02,-0.36,-0.38,-1.47,0.01,
0.071,1.93,-0.02,-0.36,-0.38,-1.46,-0.03,
0.071,1.93,-0.02,-0.36,-0.37,-1.46,-0.08,
0.072,1.93,-0.02,-0.36,-0.37,-1.45,-0.10,
0.072,1.93,-0.02,-0.36,-0.36,-1.44,-0.13,
0.073,2.48,-0.28,0.38,-0.36,-1.44,-0.13,
0.073,2.48,-0.28,0.38,-0.35,-1.43,-0.16,
0.099,2.48,-0.28,0.38,-0.34,-1.41,-0.19,
0.1,2.48,-0.28,0.38,-0.30,-1.36,-0.23,
0.101,2.48,-0.28,0.38,-0.29,-1.35,-0.24,
0.101,2.48,-0.28,0.38,-0.27,-1.30,-0.27,
0.102,2.54,-0.27,0.97,-0.27,-1.30,-0.27,
0.102,2.54,-0.27,0.97,-0.24,-1.25,-0.29,
0.102,2.54,-0.27,0.97,-0.21,-1.20,-0.31,
0.103,2.54,-0.27,0.97,-0.16,-1.11,-0.34,
0.103,2.54,-0.27,0.97,-0.14,-1.08,-0.35,
0.104,2.54,-0.27,0.97,-0.10,-1.02,-0.38,
0.104,2.75,-0.33,1.07,-0.10,-1.02,-0.38,
0.105,2.75,-0.33,1.07,-0.06,-0.95,-0.40,
0.105,2.75,-0.33,1.07,-0.03,-0.89,-0.42,
0.106,2.75,-0.33,1.07,0.03,-0.79,-0.45,
0.106,2.75,-0.33,1.07,0.04,-0.76,-0.47,
0.106,2.75,-0.33,1.07,0.08,-0.70,-0.50,
0.107,3.22,-0.51,0.76,0.08,-0.70,-0.50,
0.107,3.22,-0.51,0.76,0.12,-0.65,-0.52,
0.108,3.22,-0.51,0.76,0.16,-0.63,-0.54,
0.108,3.22,-0.51,0.76,0.22,-0.65,-0.60,
0.109,3.22,-0.51,0.76,0.24,-0.65,-0.62,
0.111,3.22,-0.51,0.76,0.29,-0.63,-0.66,
0.112,3.92,-0.70,0.69,0.29,-0.63,-0.66,
0.112,3.92,-0.70,0.69,0.34,-0.60,-0.71,
0.114,3.92,-0.70,0.69,0.38,-0.56,-0.75,
0.132,3.92,-0.70,0.69,0.43,-0.48,-0.82,
0.132,3.92,-0.70,0.69,0.44,-0.45,-0.84,
0.133,3.92,-0.70,0.69,0.47,-0.38,-0.88,
0.133,3.40,-1.55,0.09,0.47,-0.38,-0.88,
0.133,3.40,-1.55,0.09,0.49,-0.32,-0.92,
0.134,3.40,-1.55,0.09,0.51,-0.25,-0.95,
0.134,3.40,-1.55,0.09,0.52,-0.15,-1.01,
0.135,3.40,-1.55,0.09,0.53,-0.11,-1.04,
0.135,3.40,-1.55,0.09,0.52,-0.05,-1.08,
0.136,3.62,-1.87,-1.28,0.52,-0.05,-1.08,
0.136,3.62,-1.87,-1.28,0.52,0.02,-1.12,
0.136,3.62,-1.87,-1.28,0.51,0.10,-1.16,
0.145,3.62,-1.87,-1.28,0.48,0.21,-1.22,
0.146,3.16,-1.63,-2.63,0.48,0.21,-1.22,
0.146,3.16,-1.63,-2.63,0.42,0.38,-1.29,
0.147,3.16,-1.63,-2.63,0.42,0.38,-1.29,
0.147,3.16,-1.63,-2.63,0.42,0.38,-1.29,
