
time,ax,ay,az,wx,wy,wz,
0.003,0.37,-0.59,-0.04,-0.39,0.51,-1.43,
0.004,0.23,-1.26,-0.58,-0.39,0.51,-1.43,
0.004,0.23,-1.26,-0.58,-0.45,0.45,-1.41,
0.004,0.23,-1.26,-0.58,-0.54,0.35,-1.37,
0.005,0.23,-1.26,-0.58,-0.57,0.32,-1.36,
0.005,0.23,-1.26,-0.58,-0.64,0.24,-1.33,
0.006,0.23,-1.26,-0.58,-0.71,0.17,-1.29,
0.006,-0.18,-1.66,-1.23,-0.71,0.17,-1.29,
0.007,-0.18,-1.66,-1.23,-0.78,0.10,-1.26,
0.011,-0.18,-1.66,-1.23,-0.88,0.01,-1.20,
0.011,-0.18,-1.66,-1.23,-0.92,-0.01,-1.18,
0.012,-0.18,-1.66,-1.23,-0.99,-0.06,-1.13,
0.019,-0.18,-1.66,-1.23,-1.06,-0.09,-1.09,
0.02,-0.71,-1.45,-1.40,-1.06,-0.09,-1.09,
0.02,-0.71,-1.45,-1.40,-1.12,-0.12,-1.05,
0.021,-0.71,-1.45,-1.40,-1.21,-0.13,-0.98,
0.021,-0.71,-1.45,-1.40,-1.24,-0.13,-0.96,
0.022,-0.71,-1.45,-1.40,-1.29,-0.13,-0.92,
0.024,-0.71,-1.45,-1.40,-1.34,-0.11,-0.87,
0.026,-0.95,-0.75,-0.85,-1.34,-0.11,-0.87,
0.027,-0.95,-0.75,-0.85,-1.38,-0.10,-0.84,
0.029,-0.95,-0.75,-0.85,-1.44,-0.06,-0.79,
0.032,-0.95,-0.75,-0.85,-1.46,-0.05,-0.78,
0.033,-0.95,-0.75,-0.85,-1.49,-0.02,-0.76,
0.036,-0.95,-0.75,-0.85,-1.52,0.01,-0.75,
0.036,-0.81,-0.10,0.03,-1.52,0.01,-0.75,
0.037,-0.81,-0.10,0.03,-1.55,0.04,-0.73,
0.04,-0.81,-0.10,0.03,-1.59,0.08,-0.73,
0.041,-0.81,-0.10,0.03,-1.60,0.10,-0.74,
0.044,-0.81,-0.10,0.03,-1.63,0.13,-0.75,
0.045,-0.81,-0.10,0.03,-1.65,0.16,-0.76,
0.048,-0.41,0.15,0.61,-1.65,0.16,-0.76,
0.049,-0.41,0.15,0.61,-1.68,0.18,-0.78,
0.049,-0.41,0.15,0.61,-1.71,0.20,-0.81,
0.054,-0.41,0.15,0.61,-1.72,0.20,-0.82,
0.055,-0.41,0.15,0.61,-1.73,0.21,-0.85,
0.055,-0.41,0.15,0.61,-1.75,0.22,-0.88,
0.057,-0.20,0.15,1.25,-1.75,0.22,-0.88,
0.058,-0.20,0.15,1.25,-1.76,0.22,-0.91,
0.062,-0.20,0.15,1.25,-1.78,0.25,-0.96,
0.062,-0.20,0.15,1.25,-1.79,0.26,-0.97,
0.063,-0.20,0.15,1.25,-1.80,0.29,-1.00,
0.07,-0.20,0.15,1.25,-1.81,0.34,-1.03,
0.071,-0.19,0.10,1.52,-1.81,0.34,-1.03,
0.071,-0.19,0.10,1.52,-1.82,0.39,-1.06,
0.071,-0.19,0.10,1.52,-1.83,0.49,-1.10,
0.072,-0.19,0.10,1.52,-1.84,0.52,-1.11,
