
time,ax,ay,az,wx,wy,wz,
0.003,0.60,-0.07,0.53,-0.04,-0.59,-0.28,
0.003,0.65,0.07,0.47,-0.04,-0.59,-0.28,
0.004,0.65,0.07,0.47,-0.03,-0.61,-0.29,
0.004,0.65,0.07,0.47,-0.02,-0.63,-0.30,
0.004,0.65,0.07,0.47,-0.00,-0.65,-0.31,
0.004,0.65,0.07,0.47,0.00,-0.67,-0.32,
0.007,0.65,0.07,0.47,0.01,-0.69,-0.33,
0.008,0.80,0.02,0.24,0.01,-0.69,-0.33,
0.008,0.80,0.02,0.24,0.01,-0.71,-0.35,
0.009,0.80,0.02,0.24,0.02,-0.74,-0.36,
0.012,0.80,0.02,0.24,0.02,-0.77,-0.38,
0.013,0.80,0.02,0.24,0.02,-0.80,-0.39,
0.016,0.80,0.02,0.24,0.02,-0.82,-0.40,
0.018,0.76,-0.22,-0.22,0.02,-0.82,-0.40,
0.018,0.76,-0.22,-0.22,0.02,-0.85,-0.42,
0.02,0.76,-0.22,-0.22,0.01,-0.87,-0.43,
0.023,0.76,-0.22,-0.22,0.01,-0.88,-0.45,
0.024,0.76,-0.22,-0.22,0.01,-0.87,-0.46,
0.026,0.76,-0.22,-0.22,0.01,-0.86,-0.48,
0.029,0.57,-0.19,-0.29,0.01,-0.86,-0.48,
0.029,0.57,-0.19,-0.29,0.01,-0.85,-0.50,
0.029,0.57,-0.19,-0.29,0.00,-0.85,-0.52,
0.032,0.57,-0.19,-0.29,-0.00,-0.86,-0.55,
0.033,0.57,-0.19,-0.29,-0.00,-0.87,-0.56,
0.036,0.57,-0.19,-0.29,-0.00,-0.89,-0.57,
0.043,0.47,-0.14,-0.35,-0.00,-0.89,-0.57,
0.046,0.47,-0.14,-0.35,0.00,-0.91,-0.59,
0.046,0.47,-0.14,-0.35,0.01,-0.93,-0.60,
0.047,0.47,-0.14,-0.35,0.02,-0.96,-0.61,
0.047,0.47,-0.14,-0.35,0.04,-0.98,-0.62,
0.049,0.47,-0.14,-0.35,0.05,-1.00,-0.63,
0.05,0.26,-0.08,-0.16,0.05,-1.00,-0.63,
0.05,0.26,-0.08,-0.16,0.07,-1.02,-0.63,
0.051,0.26,-0.08,-0.16,0.09,-1.04,-0.64,
0.051,0.26,-0.08,-0.16,0.12,-1.06,-0.65,
0.06,0.26,-0.08,-0.16,0.14,-1.08,-0.66,
0.06,0.26,-0.08,-0.16,0.16,-1.09,-0.67,
0.06,-0.03,0.09,-0.01,0.16,-1.09,-0.67,
0.06,-0.03,0.09,-0.01,0.19,-1.09,-0.68,
0.061,-0.03,0.09,-0.01,0.21,-1.07,-0.70,
0.061,-0.03,0.09,-0.01,0.24,-1.05,-0.71,
0.064,-0.03,0.09,-0.01,0.26,-1.04,-0.72,
0.065,-0.03,0.09,-0.01,0.29,-1.03,-0.73,
0.068,-0.41,0.17,-0.01,0.29,-1.03,-0.73,
0.069,-0.41,0.17,-0.01,0.31,-1.02,-0.74,
