
time,ax,ay,az,wx,wy,wz,
0.003,0.34,-0.58,-1.15,-0.84,-0.77,-0.79,
0.003,0.34,-0.58,-1.15,-0.86,-0.79,-0.79,
0.003,0.34,-0.58,-1.15,-0.88,-0.81,-0.79,
0.003,0.34,-0.58,-1.15,-0.89,-0.83,-0.78,
0.004,0.34,-0.58,-1.15,-0.90,-0.85,-0.77,
0.007,-0.25,-0.34,-0.98,-0.90,-0.85,-0.77,
0.008,-0.25,-0.34,-0.98,-0.90,-0.87,-0.75,
0.008,-0.25,-0.34,-0.98,-0.90,-0.87,-0.75,
0.009,-0.25,-0.34,-0.98,-0.90,-0.88,-0.73,
0.06,-0.25,-0.34,-0.98,-0.89,-0.89,-0.72,
0.061,-0.25,-0.34,-0.98,-0.87,-0.89,-0.71,
0.061,-0.25,-0.34,-0.98,-0.85,-0.90,-0.71,
0.062,-0.78,-0.13,-0.96,-0.85,-0.90,-0.71,
0.062,-0.78,-0.13,-0.96,-0.82,-0.90,-0.71,
0.062,-0.78,-0.13,-0.96,-0.80,-0.88,-0.72,
0.062,-0.78,-0.13,-0.96,-0.77,-0.87,-0.73,
0.063,-0.78,-0.13,-0.96,-0.75,-0.85,-0.74,
0.063,-0.78,-0.13,-0.96,-0.73,-0.83,-0.75,
0.063,-0.96,-0.52,-1.35,-0.73,-0.83,-0.75,
0.063,-0.96,-0.52,-1.35,-0.70,-0.81,-0.76,
0.064,-0.96,-0.52,-1.35,-0.68,-0.79,-0.78,
0.064,-0.96,-0.52,-1.35,-0.66,-0.77,-0.79,
0.064,-0.96,-0.52,-1.35,-0.63,-0.76,-0.81,
0.065,-0.96,-0.52,-1.35,-0.62,-0.75,-0.81,
0.065,-0.90,-1.06,-2.08,-0.62,-0.75,-0.81,
0.065,-0.90,-1.06,-2.08,-0.61,-0.74,-0.82,
0.065,-0.90,-1.06,-2.08,-0.60,-0.74,-0.83,
0.066,-0.90,-1.06,-2.08,-0.60,-0.75,-0.84,
0.066,-0.90,-1.06,-2.08,-0.60,-0.77,-0.84,
0.066,-0.90,-1.06,-2.08,-0.61,-0.79,-0.84,
0.066,-0.83,-1.27,-2.93,-0.61,-0.79,-0.84,
0.067,-0.83,-1.27,-2.93,-0.63,-0.82,-0.85,
0.067,-0.83,-1.27,-2.93,-0.64,-0.85,-0.85,
0.067,-0.83,-1.27,-2.93,-0.66,-0.88,-0.86,
0.067,-0.83,-1.27,-2.93,-0.68,-0.91,-0.86,
0.068,-0.83,-1.27,-2.93,-0.71,-0.94,-0.87,
0.068,-0.88,-1.22,-3.63,-0.71,-0.94,-0.87,
0.068,-0.88,-1.22,-3.63,-0.74,-0.96,-0.87,
0.068,-0.88,-1.22,-3.63,-0.77,-0.98,-0.88,
