
time,ax,ay,az,wx,wy,wz,
0.004,-0.20,0.18,-0.84,-0.30,-0.35,-0.08,
0.004,-0.20,0.18,-0.84,-0.31,-0.35,-0.08,
0.004,-0.20,0.18,-0.84,-0.33,-0.35,-0.09,
0.004,-0.20,0.18,-0.84,-0.35,-0.35,-0.10,
0.005,-0.20,0.18,-0.84,-0.36,-0.34,-0.10,
0.005,-0.20,0.18,-0.84,-0.37,-0.34,-0.11,
0.005,-0.09,0.16,-0.98,-0.37,-0.34,-0.11,
0.005,-0.09,0.16,-0.98,-0.39,-0.33,-0.12,
0.005,-0.09,0.16,-0.98,-0.41,-0.33,-0.13,
0.008,-0.09,0.16,-0.98,-0.43,-0.32,-0.14,
0.01,-0.09,0.16,-0.98,-0.45,-0.33,-0.15,
0.011,-0.09,0.16,-0.98,-0.46,-0.33,-0.15,
0.013,-0.17,0.20,-1.08,-0.46,-0.33,-0.15,
0.013,-0.17,0.20,-1.08,-0.47,-0.33,-0.15,
0.015,-0.17,0.20,-1.08,-0.48,-0.33,-0.15,
0.018,-0.17,0.20,-1.08,-0.50,-0.34,-0.15,
0.019,-0.17,0.20,-1.08,-0.50,-0.34,-0.15,
0.022,-0.17,0.20,-1.08,-0.51,-0.35,-0.15,
0.023,-0.30,0.24,-1.05,-0.51,-0.35,-0.15,
0.023,-0.30,0.24,-1.05,-0.53,-0.35,-0.15,
0.025,-0.30,0.24,-1.05,-0.54,-0.36,-0.14,
0.028,-0.30,0.24,-1.05,-0.56,-0.37,-0.14,
0.029,-0.30,0.24,-1.05,-0.56,-0.37,-0.14,
0.032,-0.30,0.24,-1.05,-0.57,-0.37,-0.13,
0.033,-0.36,0.21,-1.13,-0.57,-0.37,-0.13,
0.033,-0.36,0.21,-1.13,-0.58,-0.38,-0.13,
0.036,-0.36,0.21,-1.13,-0.59,-0.38,-0.12,
0.039,-0.36,0.21,-1.13,-0.60,-0.39,-0.12,
0.039,-0.36,0.21,-1.13,-0.60,-0.40,-0.11,
0.041,-0.36,0.21,-1.13,-0.60,-0.40,-0.11,
0.043,-0.37,0.16,-1.13,-0.60,-0.40,-0.11,
0.043,-0.37,0.16,-1.13,-0.61,-0.40,-0.10,
0.045,-0.37,0.16,-1.13,-0.62,-0.41,-0.10,
0.048,-0.37,0.16,-1.13,-0.62,-0.41,-0.10,
0.055,-0.37,0.16,-1.13,-0.63,-0.41,-0.09,
0.055,-0.37,0.16,-1.13,-0.63,-0.41,-0.09,
0.055,-0.27,0.19,-1.09,-0.63,-0.41,-0.09,
0.055,-0.27,0.19,-1.09,-0.63,-0.41,-0.09,
