
time,ax,ay,az,wx,wy,wz,
0.002,1.43,0.37,0.33,-0.60,-0.41,-0.08,
0.002,1.43,0.37,0.33,-0.59,-0.42,-0.09,
0.003,1.13,0.26,-0.30,-0.59,-0.42,-0.09,
0.003,1.13,0.26,-0.30,-0.59,-0.43,-0.10,
0.003,1.13,0.26,-0.30,-0.60,-0.45,-0.11,
0.004,1.13,0.26,-0.30,-0.61,-0.46,-0.11,
0.005,1.13,0.26,-0.30,-0.62,-0.49,-0.11,
0.006,1.13,0.26,-0.30,-0.64,-0.51,-0.11,
0.01,0.64,0.14,-1.07,-0.64,-0.51,-0.11,
0.01,0.64,0.14,-1.07,-0.65,-0.54,-0.11,
0.013,0.64,0.14,-1.07,-0.69,-0.58,-0.10,
0.013,0.64,0.14,-1.07,-0.70,-0.59,-0.10,
0.016,0.64,0.14,-1.07,-0.72,-0.62,-0.08,
0.017,0.64,0.14,-1.07,-0.75,-0.65,-0.07,
0.019,0.00,0.02,-1.69,-0.75,-0.65,-0.07,
0.019,0.00,0.02,-1.69,-0.79,-0.67,-0.05,
0.021,0.00,0.02,-1.69,-0.83,-0.70,-0.01,
0.023,0.00,0.02,-1.69,-0.85,-0.71,0.00,
0.025,0.00,0.02,-1.69,-0.88,-0.72,0.03,
0.027,0.00,0.02,-1.69,-0.90,-0.72,0.06,
0.029,-0.44,-0.20,-1.76,-0.90,-0.72,0.06,
0.03,-0.44,-0.20,-1.76,-0.93,-0.71,0.09,
0.032,-0.44,-0.20,-1.76,-0.96,-0.70,0.14,
0.032,-0.44,-0.20,-1.76,-0.97,-0.69,0.16,
0.035,-0.44,-0.20,-1.76,-0.98,-0.68,0.19,
0.036,-0.44,-0.20,-1.76,-0.99,-0.67,0.22,
0.039,-0.52,-0.13,-1.40,-0.99,-0.67,0.22,
0.039,-0.52,-0.13,-1.40,-1.00,-0.67,0.24,
0.042,-0.52,-0.13,-1.40,-1.01,-0.66,0.28,
0.043,-0.52,-0.13,-1.40,-1.01,-0.66,0.30,
0.045,-0.52,-0.13,-1.40,-1.01,-0.65,0.32,
0.047,-0.52,-0.13,-1.40,-1.02,-0.65,0.34,
0.049,-0.27,-0.06,-0.98,-1.02,-0.65,0.34,
0.049,-0.27,-0.06,-0.98,-1.02,-0.65,0.36,
0.052,-0.27,-0.06,-0.98,-1.02,-0.64,0.38,
0.053,-0.27,-0.06,-0.98,-1.02,-0.63,0.39,
0.054,-0.27,-0.06,-0.98,-1.01,-0.63,0.40,
0.056,-0.27,-0.06,-0.98,-1.01,-0.62,0.41,
0.06,0.04,0.06,-0.80,-1.01,-0.62,0.41,
0.061,0.04,0.06,-0.80,-1.01,-0.61,0.42,
0.062,0.04,0.06,-0.80,-1.01,-0.60,0.44,
0.064,0.04,0.06,-0.80,-1.01,-0.59,0.44,
0.065,0.04,0.06,-0.80,-1.00,-0.58,0.44,
0.067,0.04,0.06,-0.80,-1.00,-0.57,0.45,
0.069,0.35,0.23,-0.77,-1.00,-0.57,0.45,
