
time,ax,ay,az,wx,wy,wz,
0.002,0.35,-1.14,0.68,0.06,-0.29,-1.43,
0.003,0.35,-1.14,0.68,0.05,-0.28,-1.42,
0.003,0.35,-1.14,0.68,0.03,-0.26,-1.41,
0.003,0.35,-1.14,0.68,0.01,-0.24,-1.40,
0.004,0.35,-1.14,0.68,0.01,-0.23,-1.40,
0.004,0.35,-1.14,0.68,-0.01,-0.21,-1.39,
0.008,0.32,-1.14,0.32,-0.01,-0.21,-1.39,
0.008,0.32,-1.14,0.32,-0.02,-0.19,-1.38,
0.008,0.32,-1.14,0.32,-0.05,-0.15,-1.36,
0.008,0.32,-1.14,0.32,-0.06,-0.12,-1.35,
0.01,0.32,-1.14,0.32,-0.07,-0.10,-1.34,
0.012,0.32,-1.14,0.32,-0.09,-0.06,-1.33,
0.014,0.30,-1.15,-0.05,-0.09,-0.06,-1.33,
0.015,0.30,-1.15,-0.05,-0.11,-0.03,-1.32,
0.022,0.30,-1.15,-0.05,-0.15,0.03,-1.30,
0.022,0.30,-1.15,-0.05,-0.17,0.06,-1.28,
0.023,0.30,-1.15,-0.05,-0.18,0.08,-1.28,
0.023,0.30,-1.15,-0.05,-0.20,0.11,-1.26,
0.024,0.33,-1.06,-0.22,-0.20,0.11,-1.26,
0.024,0.33,-1.06,-0.22,-0.22,0.15,-1.25,
0.027,0.33,-1.06,-0.22,-0.25,0.20,-1.23,
0.028,0.33,-1.06,-0.22,-0.27,0.24,-1.21,
0.03,0.33,-1.06,-0.22,-0.27,0.26,-1.21,
0.032,0.33,-1.06,-0.22,-0.29,0.31,-1.19,
0.034,0.32,-0.88,-0.11,-0.29,0.31,-1.19,
0.035,0.32,-0.88,-0.11,-0.30,0.35,-1.18,
0.037,0.32,-0.88,-0.11,-0.31,0.40,-1.15,
0.039,0.32,-0.88,-0.11,-0.32,0.43,-1.14,
0.04,0.32,-0.88,-0.11,-0.33,0.44,-1.13,
0.042,0.32,-0.88,-0.11,-0.34,0.47,-1.11,
0.044,0.15,-0.73,0.02,-0.34,0.47,-1.11,
0.044,0.15,-0.73,0.02,-0.35,0.49,-1.10,
0.047,0.15,-0.73,0.02,-0.37,0.53,-1.07,
0.048,0.15,-0.73,0.02,-0.39,0.56,-1.05,
0.053,0.15,-0.73,0.02,-0.40,0.57,-1.04,
0.053,0.15,-0.73,0.02,-0.41,0.60,-1.02,
0.055,0.04,-0.71,-0.06,-0.41,0.60,-1.02,
0.055,0.04,-0.71,-0.06,-0.43,0.62,-1.01,
0.057,0.04,-0.71,-0.06,-0.45,0.66,-0.98,
0.058,0.04,-0.71,-0.06,-0.47,0.69,-0.96,
0.06,0.04,-0.71,-0.06,-0.48,0.70,-0.95,
0.062,0.04,-0.71,-0.06,-0.49,0.73,-0.93,
