
time,ax,ay,az,wx,wy,wz,
0.002,-0.39,-0.64,-0.25,-0.43,0.33,1.72,
0.003,-0.28,-0.63,-0.12,-0.43,0.33,1.72,
0.003,-0.28,-0.63,-0.12,-0.43,0.34,1.72,
0.003,-0.28,-0.63,-0.12,-0.44,0.35,1.72,
0.004,-0.28,-0.63,-0.12,-0.44,0.36,1.72,
0.004,-0.28,-0.63,-0.12,-0.45,0.37,1.72,
0.004,-0.28,-0.63,-0.12,-0.45,0.39,1.72,
0.005,-0.18,-0.65,0.06,-0.45,0.39,1.72,
0.005,-0.18,-0.65,0.06,-0.46,0.41,1.72,
0.005,-0.18,-0.65,0.06,-0.46,0.44,1.72,
0.006,-0.18,-0.65,0.06,-0.46,0.45,1.72,
0.018,-0.18,-0.65,0.06,-0.46,0.47,1.72,
0.019,-0.18,-0.65,0.06,-0.46,0.49,1.72,
0.019,-0.13,-0.59,0.29,-0.46,0.49,1.72,
0.019,-0.13,-0.59,0.29,-0.46,0.50,1.72,
0.019,-0.13,-0.59,0.29,-0.45,0.53,1.72,
0.02,-0.13,-0.59,0.29,-0.45,0.53,1.72,
0.02,-0.13,-0.59,0.29,-0.45,0.54,1.71,
0.02,-0.13,-0.59,0.29,-0.44,0.55,1.71,
0.021,-0.23,-0.50,0.42,-0.44,0.55,1.71,
0.021,-0.23,-0.50,0.42,-0.43,0.55,1.71,
0.024,-0.23,-0.50,0.42,-0.43,0.56,1.70,
0.025,-0.23,-0.50,0.42,-0.42,0.56,1.70,
0.041,-0.23,-0.50,0.42,-0.41,0.55,1.70,
0.041,-0.23,-0.50,0.42,-0.41,0.55,1.69,
0.041,-0.35,-0.36,0.39,-0.41,0.55,1.69,
0.042,-0.35,-0.36,0.39,-0.40,0.54,1.69,
0.042,-0.35,-0.36,0.39,-0.40,0.54,1.69,
0.042,-0.35,-0.36,0.39,-0.39,0.53,1.69,
0.043,-0.35,-0.36,0.39,-0.39,0.52,1.69,
