
time,ax,ay,az,wx,wy,wz,
0.004,-0.31,0.19,-0.63,-0.12,-0.11,0.43,
0.004,-0.31,0.19,-0.63,-0.14,-0.11,0.43,
0.004,-0.31,0.19,-0.63,-0.15,-0.11,0.43,
0.004,-0.31,0.19,-0.63,-0.17,-0.11,0.43,
0.005,-0.31,0.19,-0.63,-0.17,-0.11,0.43,
0.005,-0.31,0.19,-0.63,-0.18,-0.10,0.43,
0.009,-0.48,0.09,-0.31,-0.18,-0.10,0.43,
0.01,-0.48,0.09,-0.31,-0.20,-0.09,0.44,
0.01,-0.48,0.09,-0.31,-0.21,-0.09,0.44,
0.012,-0.48,0.09,-0.31,-0.23,-0.08,0.45,
0.013,-0.48,0.09,-0.31,-0.24,-0.07,0.45,
0.014,-0.48,0.09,-0.31,-0.25,-0.07,0.45,
0.017,-0.72,0.01,0.17,-0.25,-0.07,0.45,
0.017,-0.72,0.01,0.17,-0.26,-0.06,0.46,
0.019,-0.72,0.01,0.17,-0.28,-0.06,0.46,
0.022,-0.72,0.01,0.17,-0.30,-0.04,0.47,
0.024,-0.72,0.01,0.17,-0.31,-0.04,0.47,
0.025,-0.72,0.01,0.17,-0.32,-0.03,0.47,
0.027,-0.81,0.15,0.76,-0.32,-0.03,0.47,
0.027,-0.81,0.15,0.76,-0.33,-0.01,0.48,
0.029,-0.81,0.15,0.76,-0.35,0.00,0.48,
0.032,-0.81,0.15,0.76,-0.36,0.03,0.49,
0.033,-0.81,0.15,0.76,-0.37,0.04,0.49,
0.035,-0.81,0.15,0.76,-0.38,0.06,0.48,
0.04,-0.82,0.37,1.31,-0.38,0.06,0.48,
0.041,-0.82,0.37,1.31,-0.40,0.07,0.48,
0.042,-0.82,0.37,1.31,-0.41,0.08,0.48,
0.043,-0.82,0.37,1.31,-0.43,0.10,0.47,
0.044,-0.82,0.37,1.31,-0.44,0.11,0.46,
0.045,-0.82,0.37,1.31,-0.44,0.11,0.46,
0.047,-0.73,0.56,1.71,-0.44,0.11,0.46,
0.048,-0.73,0.56,1.71,-0.45,0.12,0.45,
0.049,-0.73,0.56,1.71,-0.46,0.13,0.44,
0.052,-0.73,0.56,1.71,-0.48,0.14,0.42,
0.054,-0.73,0.56,1.71,-0.49,0.15,0.41,
0.063,-0.73,0.56,1.71,-0.49,0.16,0.41,
0.064,-0.71,0.64,1.95,-0.49,0.16,0.41,
0.064,-0.71,0.64,1.95,-0.50,0.17,0.40,
0.065,-0.71,0.64,1.95,-0.51,0.18,0.39,
0.065,-0.71,0.64,1.95,-0.53,0.20,0.37,
0.065,-0.71,0.64,1.95,-0.54,0.22,0.36,
0.065,-0.71,0.64,1.95,-0.54,0.23,0.36,
0.068,-0.75,0.62,2.06,-0.54,0.23,0.36,
0.069,-0.75,0.62,2.06,-0.55,0.25,0.35,
0.069,-0.75,0.62,2.06,-0.55,0.27,0.35,
0.094,-0.75,0.62,2.06,-0.56,0.31,0.34,
0.094,-0.75,0.62,2.06,-0.57,0.34,0.33,
0.095,-0.75,0.62,2.06,-0.57,0.35,0.33,
0.095,-0.70,0.50,2.11,-0.57,0.35,0.33,
0.095,-0.70,0.50,2.11,-0.57,0.37,0.32,
0.095,-0.70,0.50,2.11,-0.57,0.40,0.31,
0.095,-0.70,0.50,2.11,-0.57,0.43,0.29,
0.096,-0.70,0.50,2.11,-0.57,0.44,0.28,
0.096,-0.70,0.50,2.11,-0.57,0.45,0.28,
0.096,-0.70,0.34,1.94,-0.57,0.45,0.28,
0.096,-0.70,0.34,1.94,-0.57,0.46,0.27,
0.096,-0.70,0.34,1.94,-0.57,0.46,0.26,
0.096,-0.70,0.34,1.94,-0.56,0.47,0.25,
0.097,-0.70,0.34,1.94,-0.56,0.48,0.24,
0.097,-0.70,0.34,1.94,-0.56,0.48,0.24,
0.097,-0.88,0.17,1.67,-0.56,0.48,0.24,
0.097,-0.88,0.17,1.67,-0.56,0.49,0.23,
0.1,-0.88,0.17,1.67,-0.55,0.50,0.23,
0.101,-0.88,0.17,1.67,-0.56,0.50,0.22,
0.102,-0.88,0.17,1.67,-0.55,0.50,0.22,
0.116,-0.88,0.17,1.67,-0.55,0.50,0.22,
0.117,-1.12,0.05,1.32,-0.55,0.50,0.22,
0.117,-1.12,0.05,1.32,-0.56,0.49,0.22,
0.117,-1.12,0.05,1.32,-0.56,0.47,0.22,
0.117,-1.12,0.05,1.32,-0.57,0.45,0.22,
0.117,-1.12,0.05,1.32,-0.58,0.44,0.23,
0.118,-1.12,0.05,1.32,-0.59,0.43,0.23,
0.118,-1.60,-0.07,0.92,-0.59,0.43,0.23,
0.118,-1.60,-0.07,0.92,-0.60,0.41,0.24,
0.118,-1.60,-0.07,0.92,-0.62,0.40,0.25,
0.133,-1.60,-0.07,0.92,-0.64,0.38,0.27,
0.134,-1.60,-0.07,0.92,-0.66,0.38,0.29,
0.134,-1.60,-0.07,0.92,-0.67,0.38,0.30,
0.134,-1.96,-0.12,0.72,-0.67,0.38,0.30,
0.134,-1.96,-0.12,0.72,-0.69,0.38,0.32,
0.135,-1.96,-0.12,0.72,-0.71,0.38,0.34,
0.135,-1.96,-0.12,0.72,-0.75,0.39,0.37,
0.135,-1.96,-0.12,0.72,-0.78,0.40,0.40,
