
time,ax,ay,az,wx,wy,wz,
0.002,-0.67,-0.54,-0.48,-0.42,0.15,0.74,
0.003,-0.67,-0.54,-0.48,-0.43,0.15,0.75,
0.003,-0.73,-0.84,-0.89,-0.43,0.15,0.75,
0.003,-0.73,-0.84,-0.89,-0.44,0.14,0.77,
0.003,-0.73,-0.84,-0.89,-0.44,0.12,0.79,
0.003,-0.73,-0.84,-0.89,-0.45,0.11,0.81,
0.005,-0.73,-0.84,-0.89,-0.45,0.11,0.82,
0.007,-0.73,-0.84,-0.89,-0.45,0.10,0.84,
0.009,-0.63,-0.92,-0.97,-0.45,0.10,0.84,
0.009,-0.63,-0.92,-0.97,-0.45,0.11,0.86,
0.013,-0.63,-0.92,-0.97,-0.45,0.11,0.87,
0.015,-0.63,-0.92,-0.97,-0.45,0.11,0.89,
0.015,-0.63,-0.92,-0.97,-0.45,0.12,0.90,
0.017,-0.63,-0.92,-0.97,-0.44,0.14,0.92,
0.02,-0.45,-0.97,-0.97,-0.44,0.14,0.92,
0.02,-0.45,-0.97,-0.97,-0.44,0.15,0.93,
0.038,-0.45,-0.97,-0.97,-0.44,0.17,0.94,
0.038,-0.45,-0.97,-0.97,-0.44,0.18,0.95,
0.04,-0.45,-0.97,-0.97,-0.43,0.20,0.96,
0.041,-0.45,-0.97,-0.97,-0.42,0.21,0.96,
0.041,-0.26,-1.23,-0.92,-0.42,0.21,0.96,
0.041,-0.26,-1.23,-0.92,-0.41,0.23,0.97,
0.042,-0.26,-1.23,-0.92,-0.39,0.24,0.98,
0.042,-0.26,-1.23,-0.92,-0.39,0.25,0.98,
0.043,-0.26,-1.23,-0.92,-0.37,0.26,0.98,
0.043,-0.26,-1.23,-0.92,-0.35,0.29,0.97,
0.043,-0.10,-1.47,-0.81,-0.35,0.29,0.97,
0.044,-0.10,-1.47,-0.81,-0.34,0.32,0.95,
0.044,-0.10,-1.47,-0.81,-0.33,0.34,0.93,
0.052,-0.10,-1.47,-0.81,-0.30,0.37,0.90,
0.053,-0.10,-1.47,-0.81,-0.27,0.41,0.88,
0.054,-0.10,-1.47,-0.81,-0.23,0.44,0.84,
0.057,-0.06,-1.79,-0.66,-0.23,0.44,0.84,
0.059,-0.06,-1.79,-0.66,-0.19,0.47,0.80,
0.06,-0.06,-1.79,-0.66,-0.14,0.50,0.77,
0.061,-0.06,-1.79,-0.66,-0.09,0.53,0.73,
0.063,-0.06,-1.79,-0.66,-0.04,0.55,0.70,
0.064,-0.06,-1.79,-0.66,0.02,0.56,0.67,
0.073,-0.22,-1.83,-0.40,0.02,0.56,0.67,
0.073,-0.22,-1.83,-0.40,0.07,0.57,0.64,
