
time,ax,ay,az,wx,wy,wz,
0.002,-1.11,-0.37,-0.60,-0.34,-0.59,0.81,
0.003,-1.11,-0.37,-0.60,-0.34,-0.61,0.83,
0.006,-1.11,-0.37,-0.60,-0.34,-0.62,0.86,
0.013,-1.04,-0.35,-0.58,-0.34,-0.62,0.86,
0.013,-1.04,-0.35,-0.58,-0.35,-0.64,0.88,
0.013,-1.04,-0.35,-0.58,-0.35,-0.65,0.90,
0.013,-1.04,-0.35,-0.58,-0.35,-0.66,0.92,
0.014,-1.04,-0.35,-0.58,-0.35,-0.67,0.93,
0.014,-1.04,-0.35,-0.58,-0.35,-0.69,0.95,
0.014,-0.75,-0.36,-0.45,-0.35,-0.69,0.95,
0.014,-0.75,-0.36,-0.45,-0.35,-0.70,0.96,
0.014,-0.75,-0.36,-0.45,-0.34,-0.72,0.97,
0.015,-0.75,-0.36,-0.45,-0.33,-0.74,0.98,
0.015,-0.75,-0.36,-0.45,-0.32,-0.77,0.99,
0.015,-0.75,-0.36,-0.45,-0.31,-0.79,1.00,
0.017,-0.53,-0.48,-0.24,-0.31,-0.79,1.00,
0.017,-0.53,-0.48,-0.24,-0.30,-0.83,1.01,
0.019,-0.53,-0.48,-0.24,-0.29,-0.86,1.01,
0.021,-0.53,-0.48,-0.24,-0.27,-0.90,1.02,
0.022,-0.53,-0.48,-0.24,-0.25,-0.94,1.02,
0.025,-0.53,-0.48,-0.24,-0.24,-0.98,1.03,
0.027,-0.41,-0.63,-0.13,-0.24,-0.98,1.03,
0.027,-0.41,-0.63,-0.13,-0.22,-1.02,1.03,
0.029,-0.41,-0.63,-0.13,-0.20,-1.06,1.03,
0.032,-0.41,-0.63,-0.13,-0.17,-1.12,1.04,
0.033,-0.41,-0.63,-0.13,-0.16,-1.14,1.04,
0.035,-0.41,-0.63,-0.13,-0.14,-1.18,1.04,
0.037,-0.44,-0.87,-0.39,-0.14,-1.18,1.04,
0.038,-0.44,-0.87,-0.39,-0.12,-1.21,1.04,
0.044,-0.44,-0.87,-0.39,-0.11,-1.26,1.05,
0.044,-0.44,-0.87,-0.39,-0.10,-1.30,1.05,
0.044,-0.44,-0.87,-0.39,-0.09,-1.35,1.05,
0.044,-0.44,-0.87,-0.39,-0.07,-1.40,1.06,
0.05,-0.73,-1.09,-0.80,-0.07,-1.40,1.06,
0.05,-0.73,-1.09,-0.80,-0.06,-1.44,1.08,
0.05,-0.73,-1.09,-0.80,-0.05,-1.48,1.10,
0.051,-0.73,-1.09,-0.80,-0.04,-1.53,1.12,
0.053,-0.73,-1.09,-0.80,-0.03,-1.57,1.15,
0.054,-0.73,-1.09,-0.80,-0.03,-1.61,1.18,
