
time,ax,ay,az,wx,wy,wz,
0.002,-0.12,-0.09,-0.74,0.02,-0.87,-0.89,
0.003,-0.12,-0.09,-0.74,0.01,-0.87,-0.88,
0.003,-0.12,-0.09,-0.74,-0.02,-0.87,-0.88,
0.003,-0.19,-0.15,-1.08,-0.02,-0.87,-0.88,
0.003,-0.19,-0.15,-1.08,-0.04,-0.86,-0.87,
0.004,-0.19,-0.15,-1.08,-0.06,-0.86,-0.87,
0.012,-0.19,-0.15,-1.08,-0.08,-0.86,-0.86,
0.012,-0.19,-0.15,-1.08,-0.10,-0.86,-0.86,
0.012,-0.19,-0.15,-1.08,-0.13,-0.86,-0.85,
0.014,0.03,0.02,-1.19,-0.13,-0.86,-0.85,
0.014,0.03,0.02,-1.19,-0.16,-0.86,-0.85,
0.015,0.03,0.02,-1.19,-0.19,-0.86,-0.85,
0.017,0.03,0.02,-1.19,-0.22,-0.86,-0.84,
0.019,0.03,0.02,-1.19,-0.25,-0.85,-0.84,
0.02,0.03,0.02,-1.19,-0.28,-0.84,-0.84,
0.023,0.17,0.09,-1.40,-0.28,-0.84,-0.84,
0.024,0.17,0.09,-1.40,-0.31,-0.83,-0.83,
0.024,0.17,0.09,-1.40,-0.34,-0.82,-0.82,
0.028,0.17,0.09,-1.40,-0.38,-0.80,-0.82,
0.029,0.17,0.09,-1.40,-0.41,-0.79,-0.81,
0.032,0.17,0.09,-1.40,-0.45,-0.78,-0.80,
0.034,0.20,0.08,-1.77,-0.45,-0.78,-0.80,
0.034,0.20,0.08,-1.77,-0.49,-0.76,-0.79,
0.034,0.20,0.08,-1.77,-0.53,-0.76,-0.78,
0.036,0.20,0.08,-1.77,-0.57,-0.75,-0.77,
0.038,0.20,0.08,-1.77,-0.60,-0.75,-0.76,
0.04,0.20,0.08,-1.77,-0.64,-0.74,-0.76,
0.047,0.36,-0.10,-1.93,-0.64,-0.74,-0.76,
0.048,0.36,-0.10,-1.93,-0.69,-0.74,-0.75,
0.048,0.36,-0.10,-1.93,-0.72,-0.74,-0.74,
0.048,0.36,-0.10,-1.93,-0.76,-0.73,-0.73,
0.049,0.36,-0.10,-1.93,-0.80,-0.73,-0.72,
0.054,0.36,-0.10,-1.93,-0.84,-0.73,-0.71,
0.055,0.42,-0.35,-2.01,-0.84,-0.73,-0.71,
0.056,0.42,-0.35,-2.01,-0.88,-0.73,-0.71,
0.058,0.42,-0.35,-2.01,-0.92,-0.73,-0.71,
0.059,0.42,-0.35,-2.01,-0.96,-0.73,-0.71,
0.086,0.42,-0.35,-2.01,-0.99,-0.73,-0.72,
0.089,0.42,-0.35,-2.01,-1.02,-0.73,-0.72,
0.09,0.41,-0.56,-1.92,-1.02,-0.73,-0.72,
0.09,0.41,-0.56,-1.92,-1.06,-0.72,-0.73,
0.091,0.41,-0.56,-1.92,-1.09,-0.72,-0.73,
0.091,0.41,-0.56,-1.92,-1.12,-0.72,-0.74,
0.091,0.41,-0.56,-1.92,-1.14,-0.71,-0.74,
0.092,0.41,-0.56,-1.92,-1.16,-0.71,-0.74,
0.092,0.08,-0.64,-1.49,-1.16,-0.71,-0.74,
0.093,0.08,-0.64,-1.49,-1.18,-0.70,-0.75,
0.094,0.08,-0.64,-1.49,-1.19,-0.70,-0.75,
0.094,0.08,-0.64,-1.49,-1.20,-0.69,-0.75,
0.095,0.08,-0.64,-1.49,-1.19,-0.68,-0.76,
0.096,0.08,-0.64,-1.49,-1.19,-0.67,-0.77,
0.097,-0.18,-0.70,-0.82,-1.19,-0.67,-0.77,
0.098,-0.18,-0.70,-0.82,-1.17,-0.64,-0.78,
0.099,-0.18,-0.70,-0.82,-1.15,-0.62,-0.81,
0.099,-0.18,-0.70,-0.82,-1.13,-0.59,-0.83,
0.1,-0.18,-0.70,-0.82,-1.10,-0.56,-0.87,
0.1,-0.18,-0.70,-0.82,-1.06,-0.53,-0.91,
0.101,-0.07,-0.67,-0.38,-1.06,-0.53,-0.91,
0.102,-0.07,-0.67,-0.38,-1.03,-0.50,-0.95,
0.103,-0.07,-0.67,-0.38,-0.99,-0.48,-1.01,
0.103,-0.07,-0.67,-0.38,-0.94,-0.46,-1.08,
0.103,-0.07,-0.67,-0.38,-0.90,-0.44,-1.15,
0.104,-0.07,-0.67,-0.38,-0.86,-0.42,-1.22,
0.104,0.08,-0.55,-0.01,-0.86,-0.42,-1.22,
0.105,0.08,-0.55,-0.01,-0.81,-0.41,-1.30,
0.125,0.08,-0.55,-0.01,-0.76,-0.41,-1.38,
0.126,0.08,-0.55,-0.01,-0.64,-0.43,-1.52,
0.126,0.08,-0.55,-0.01,-0.60,-0.44,-1.55,
0.126,0.08,-0.55,-0.01,-0.57,-0.45,-1.58,
0.126,-0.62,-0.49,0.31,-0.57,-0.45,-1.58,
0.126,-0.62,-0.49,0.31,-0.50,-0.48,-1.64,
0.127,-0.62,-0.49,0.31,-0.43,-0.52,-1.68,
0.127,-0.62,-0.49,0.31,-0.35,-0.56,-1.73,
0.127,-0.62,-0.49,0.31,-0.27,-0.61,-1.76,
0.127,-0.62,-0.49,0.31,-0.19,-0.67,-1.79,
0.132,-0.96,-0.39,0.36,-0.19,-0.67,-1.79,
0.133,-0.96,-0.39,0.36,-0.10,-0.74,-1.82,
0.133,-0.96,-0.39,0.36,-0.02,-0.81,-1.85,
0.133,-0.96,-0.39,0.36,0.11,-0.91,-1.87,
0.133,-0.96,-0.39,0.36,0.15,-0.94,-1.88,
0.133,-0.96,-0.39,0.36,0.23,-1.00,-1.88,
0.134,-0.79,-0.05,0.44,0.23,-1.00,-1.88,
0.134,-0.79,-0.05,0.44,0.30,-1.05,-1.87,
0.135,-0.79,-0.05,0.44,0.36,-1.09,-1.85,
0.137,-0.79,-0.05,0.44,0.41,-1.12,-1.83,
0.139,-0.79,-0.05,0.44,0.46,-1.13,-1.79,
0.141,-0.79,-0.05,0.44,0.50,-1.14,-1.75,
0.145,-0.79,0.13,-0.06,0.50,-1.14,-1.75,
0.146,-0.79,0.13,-0.06,0.52,-1.13,-1.71,
0.146,-0.79,0.13,-0.06,0.54,-1.12,-1.66,
0.149,-0.79,0.13,-0.06,0.55,-1.07,-1.57,
0.15,-0.79,0.13,-0.06,0.55,-1.06,-1.54,
