
time,ax,ay,az,wx,wy,wz,
0.004,-0.27,0.13,-0.51,0.01,0.07,0.04,
0.004,-0.27,0.13,-0.51,-0.01,0.08,0.04,
0.004,-0.27,0.13,-0.51,-0.04,0.08,0.05,
0.004,-0.46,0.17,-0.91,-0.04,0.08,0.05,
0.005,-0.46,0.17,-0.91,-0.07,0.09,0.06,
0.005,-0.46,0.17,-0.91,-0.09,0.09,0.06,
0.005,-0.46,0.17,-0.91,-0.12,0.10,0.07,
0.006,-0.46,0.17,-0.91,-0.15,0.11,0.07,
0.006,-0.46,0.17,-0.91,-0.18,0.12,0.08,
0.006,-0.48,0.22,-1.11,-0.18,0.12,0.08,
0.006,-0.48,0.22,-1.11,-0.20,0.14,0.08,
0.007,-0.48,0.22,-1.11,-0.22,0.15,0.08,
0.021,-0.48,0.22,-1.11,-0.24,0.17,0.08,
0.022,-0.48,0.22,-1.11,-0.27,0.19,0.08,
0.022,-0.48,0.22,-1.11,-0.28,0.21,0.08,
0.022,-0.19,0.31,-1.02,-0.28,0.21,0.08,
0.023,-0.19,0.31,-1.02,-0.30,0.23,0.07,
0.023,-0.19,0.31,-1.02,-0.31,0.25,0.07,
0.023,-0.19,0.31,-1.02,-0.33,0.27,0.06,
0.024,-0.19,0.31,-1.02,-0.34,0.28,0.06,
0.024,-0.19,0.31,-1.02,-0.36,0.30,0.05,
0.026,0.09,0.52,-0.94,-0.36,0.30,0.05,
0.027,0.09,0.52,-0.94,-0.37,0.31,0.04,
0.027,0.09,0.52,-0.94,-0.39,0.33,0.03,
0.055,0.09,0.52,-0.94,-0.41,0.35,0.02,
0.056,0.09,0.52,-0.94,-0.42,0.37,0.01,
0.056,0.09,0.52,-0.94,-0.44,0.39,0.01,
0.056,0.29,0.61,-0.89,-0.44,0.39,0.01,
0.057,0.29,0.61,-0.89,-0.45,0.41,-0.00,
0.057,0.29,0.61,-0.89,-0.46,0.43,-0.01,
0.057,0.29,0.61,-0.89,-0.47,0.46,-0.02,
0.058,0.29,0.61,-0.89,-0.49,0.48,-0.02,
0.058,0.29,0.61,-0.89,-0.50,0.50,-0.02,
0.058,0.23,0.58,-0.91,-0.50,0.50,-0.02,
0.058,0.23,0.58,-0.91,-0.52,0.52,-0.03,
0.058,0.23,0.58,-0.91,-0.53,0.54,-0.03,
0.059,0.23,0.58,-0.91,-0.55,0.56,-0.03,
0.059,0.23,0.58,-0.91,-0.56,0.57,-0.03,
0.059,0.23,0.58,-0.91,-0.58,0.59,-0.03,
0.059,0.24,0.42,-0.89,-0.58,0.59,-0.03,
0.059,0.24,0.42,-0.89,-0.59,0.61,-0.03,
0.06,0.24,0.42,-0.89,-0.61,0.63,-0.03,
0.06,0.24,0.42,-0.89,-0.62,0.65,-0.03,
0.062,0.24,0.42,-0.89,-0.64,0.67,-0.03,
0.064,0.24,0.42,-0.89,-0.65,0.69,-0.03,
0.065,0.06,0.32,-0.77,-0.65,0.69,-0.03,
0.065,0.06,0.32,-0.77,-0.66,0.70,-0.03,
0.066,0.06,0.32,-0.77,-0.67,0.71,-0.03,
0.071,0.06,0.32,-0.77,-0.68,0.72,-0.03,
0.072,0.06,0.32,-0.77,-0.69,0.73,-0.03,
0.073,0.06,0.32,-0.77,-0.70,0.73,-0.03,
0.075,-0.11,0.18,-0.52,-0.70,0.73,-0.03,
0.076,-0.11,0.18,-0.52,-0.71,0.74,-0.03,
0.078,-0.11,0.18,-0.52,-0.72,0.74,-0.02,
0.079,-0.11,0.18,-0.52,-0.72,0.73,-0.02,
0.081,-0.11,0.18,-0.52,-0.73,0.73,-0.02,
0.082,-0.11,0.18,-0.52,-0.73,0.72,-0.01,
0.085,-0.41,0.02,-0.26,-0.73,0.72,-0.01,
0.085,-0.41,0.02,-0.26,-0.74,0.71,-0.01,
0.086,-0.41,0.02,-0.26,-0.74,0.70,0.00,
0.088,-0.41,0.02,-0.26,-0.74,0.69,0.01,
0.092,-0.41,0.02,-0.26,-0.74,0.68,0.02,
0.093,-0.41,0.02,-0.26,-0.74,0.66,0.03,
0.095,-0.76,-0.18,0.02,-0.74,0.66,0.03,
0.095,-0.76,-0.18,0.02,-0.73,0.65,0.04,
0.097,-0.76,-0.18,0.02,-0.73,0.64,0.05,
0.103,-0.76,-0.18,0.02,-0.70,0.60,0.10,
0.103,-0.76,-0.18,0.02,-0.70,0.60,0.10,
0.103,-0.76,-0.18,0.02,-0.70,0.60,0.10,
0.105,-0.76,-0.18,0.02,-0.67,0.58,0.12,
0.105,-1.07,-0.39,0.55,-0.67,0.58,0.12,
0.106,-1.07,-0.39,0.55,-0.66,0.57,0.13,
0.108,-1.07,-0.39,0.55,-0.64,0.55,0.14,
0.11,-1.07,-0.39,0.55,-0.62,0.54,0.16,
0.113,-1.07,-0.39,0.55,-0.60,0.52,0.17,
0.114,-1.22,-0.47,1.06,-0.60,0.52,0.17,
0.114,-1.22,-0.47,1.06,-0.57,0.50,0.19,
0.116,-1.22,-0.47,1.06,-0.55,0.48,0.20,
0.118,-1.22,-0.47,1.06,-0.53,0.46,0.21,
0.122,-1.22,-0.47,1.06,-0.50,0.43,0.22,
0.123,-1.22,-0.47,1.06,-0.48,0.42,0.23,
0.136,-1.07,-0.51,1.24,-0.48,0.42,0.23,
0.136,-1.07,-0.51,1.24,-0.46,0.40,0.23,
0.137,-1.07,-0.51,1.24,-0.43,0.38,0.23,
0.137,-1.07,-0.51,1.24,-0.41,0.37,0.23,
0.137,-1.07,-0.51,1.24,-0.39,0.35,0.23,
0.138,-1.07,-0.51,1.24,-0.36,0.34,0.22,
0.138,-0.67,-0.41,1.24,-0.36,0.34,0.22,
0.138,-0.67,-0.41,1.24,-0.34,0.33,0.21,
0.138,-0.67,-0.41,1.24,-0.32,0.32,0.20,
0.139,-0.67,-0.41,1.24,-0.29,0.31,0.19,
0.143,-0.67,-0.41,1.24,-0.27,0.30,0.18,
0.143,-0.67,-0.41,1.24,-0.25,0.29,0.16,
0.145,-0.29,-0.25,1.30,-0.25,0.29,0.16,
0.145,-0.29,-0.25,1.30,-0.22,0.28,0.15,
0.146,-0.29,-0.25,1.30,-0.20,0.27,0.13,
0.149,-0.29,-0.25,1.30,-0.18,0.27,0.11,
0.15,-0.29,-0.25,1.30,-0.16,0.26,0.09,
0.152,-0.29,-0.25,1.30,-0.14,0.26,0.07,
0.154,0.02,-0.05,1.29,-0.14,0.26,0.07,
0.155,0.02,-0.05,1.29,-0.11,0.25,0.04,
0.156,0.02,-0.05,1.29,-0.09,0.25,0.02,
0.173,0.02,-0.05,1.29,-0.07,0.25,0.00,
0.174,0.02,-0.05,1.29,-0.06,0.25,-0.02,
0.174,0.02,-0.05,1.29,-0.04,0.25,-0.04,
0.174,0.11,0.04,1.20,-0.04,0.25,-0.04,
0.174,0.11,0.04,1.20,-0.02,0.25,-0.06,
0.174,0.11,0.04,1.20,-0.00,0.25,-0.08,
0.175,0.11,0.04,1.20,0.01,0.25,-0.09,
0.175,0.11,0.04,1.20,0.02,0.25,-0.11,
0.175,0.11,0.04,1.20,0.04,0.26,-0.13,
0.175,0.03,0.07,1.05,0.04,0.26,-0.13,
0.175,0.03,0.07,1.05,0.05,0.26,-0.14,
0.178,0.03,0.07,1.05,0.06,0.26,-0.15,
0.178,0.03,0.07,1.05,0.07,0.26,-0.16,
0.181,0.03,0.07,1.05,0.07,0.27,-0.17,
0.182,0.03,0.07,1.05,0.09,0.27,-0.17,
0.186,-0.21,0.07,0.85,0.09,0.27,-0.17,
0.187,-0.21,0.07,0.85,0.09,0.28,-0.18,
0.19,-0.21,0.07,0.85,0.10,0.29,-0.18,
0.19,-0.21,0.07,0.85,0.11,0.30,-0.18,
0.197,-0.21,0.07,0.85,0.11,0.31,-0.18,
0.197,-0.21,0.07,0.85,0.11,0.32,-0.18,
0.197,-0.54,0.04,0.62,0.11,0.32,-0.18,
0.198,-0.54,0.04,0.62,0.12,0.33,-0.18,
0.198,-0.54,0.04,0.62,0.12,0.34,-0.17,
0.198,-0.54,0.04,0.62,0.12,0.35,-0.16,
0.201,-0.54,0.04,0.62,0.12,0.36,-0.16,
0.203,-0.54,0.04,0.62,0.12,0.37,-0.15,
0.207,-0.86,-0.04,0.36,0.12,0.37,-0.15,
0.207,-0.86,-0.04,0.36,0.12,0.37,-0.13,
0.208,-0.86,-0.04,0.36,0.11,0.39,-0.12,
0.209,-0.86,-0.04,0.36,0.11,0.39,-0.11,
0.21,-0.86,-0.04,0.36,0.10,0.40,-0.10,
0.213,-0.86,-0.04,0.36,0.09,0.41,-0.08,
0.214,-1.02,-0.15,0.05,0.09,0.41,-0.08,
0.216,-1.02,-0.15,0.05,0.09,0.41,-0.06,
0.216,-1.02,-0.15,0.05,0.08,0.42,-0.05,
