
time,ax,ay,az,wx,wy,wz,
0.003,0.16,0.01,-0.96,-0.35,0.01,-0.15,
0.003,0.16,0.01,-0.96,-0.39,0.01,-0.16,
0.003,0.16,0.01,-0.96,-0.41,0.02,-0.16,
0.004,0.16,0.01,-0.96,-0.44,0.03,-0.16,
0.004,0.16,0.01,-0.96,-0.46,0.03,-0.15,
0.004,0.16,0.01,-0.96,-0.48,0.03,-0.15,
0.004,-0.01,-0.21,-0.64,-0.48,0.03,-0.15,
0.005,-0.01,-0.21,-0.64,-0.49,0.03,-0.14,
0.005,-0.01,-0.21,-0.64,-0.51,0.04,-0.13,
0.008,-0.01,-0.21,-0.64,-0.52,0.04,-0.13,
0.009,-0.01,-0.21,-0.64,-0.52,0.04,-0.11,
0.01,-0.01,-0.21,-0.64,-0.53,0.04,-0.10,
0.012,-0.31,-0.40,-0.12,-0.53,0.04,-0.10,
0.012,-0.31,-0.40,-0.12,-0.53,0.04,-0.08,
0.013,-0.31,-0.40,-0.12,-0.53,0.05,-0.06,
0.016,-0.31,-0.40,-0.12,-0.52,0.06,-0.02,
0.017,-0.31,-0.40,-0.12,-0.52,0.07,-0.01,
0.019,-0.31,-0.40,-0.12,-0.51,0.08,0.02,
0.021,-0.68,-0.34,0.32,-0.51,0.08,0.02,
0.021,-0.68,-0.34,0.32,-0.50,0.09,0.04,
0.024,-0.68,-0.34,0.32,-0.49,0.10,0.06,
0.027,-0.68,-0.34,0.32,-0.47,0.11,0.10,
0.027,-0.68,-0.34,0.32,-0.46,0.11,0.10,
0.029,-0.68,-0.34,0.32,-0.44,0.11,0.12,
0.031,-0.50,-0.18,0.75,-0.44,0.11,0.12,
0.032,-0.50,-0.18,0.75,-0.42,0.11,0.14,
0.033,-0.50,-0.18,0.75,-0.40,0.11,0.15,
0.036,-0.50,-0.18,0.75,-0.35,0.10,0.16,
0.037,-0.50,-0.18,0.75,-0.34,0.09,0.16,
0.042,-0.50,-0.18,0.75,-0.31,0.09,0.16,
0.047,-0.10,-0.09,1.19,-0.31,0.09,0.16,
0.048,-0.10,-0.09,1.19,-0.27,0.09,0.16,
0.048,-0.10,-0.09,1.19,-0.24,0.09,0.16,
0.048,-0.10,-0.09,1.19,-0.19,0.09,0.15,
0.049,-0.10,-0.09,1.19,-0.17,0.09,0.15,
0.052,-0.10,-0.09,1.19,-0.13,0.09,0.14,
0.053,0.13,-0.10,1.40,-0.13,0.09,0.14,
0.053,0.13,-0.10,1.40,-0.10,0.09,0.13,
0.053,0.13,-0.10,1.40,-0.06,0.09,0.12,
0.059,0.13,-0.10,1.40,-0.01,0.10,0.11,
0.059,0.13,-0.10,1.40,0.00,0.11,0.11,
0.059,0.13,-0.10,1.40,0.03,0.12,0.11,
0.061,0.05,-0.01,1.23,0.03,0.12,0.11,
0.061,0.05,-0.01,1.23,0.06,0.13,0.11,
0.063,0.05,-0.01,1.23,0.08,0.14,0.11,
0.066,0.05,-0.01,1.23,0.11,0.15,0.11,
0.067,0.05,-0.01,1.23,0.12,0.16,0.12,
0.069,0.05,-0.01,1.23,0.14,0.16,0.12,
0.071,-0.16,0.07,0.72,0.14,0.16,0.12,
0.072,-0.16,0.07,0.72,0.15,0.17,0.13,
0.075,-0.16,0.07,0.72,0.16,0.17,0.13,
0.076,-0.16,0.07,0.72,0.17,0.17,0.15,
0.078,-0.16,0.07,0.72,0.17,0.17,0.15,
0.079,-0.16,0.07,0.72,0.18,0.17,0.15,
0.081,-0.25,-0.02,0.16,0.18,0.17,0.15,
0.082,-0.25,-0.02,0.16,0.17,0.17,0.16,
0.083,-0.25,-0.02,0.16,0.17,0.16,0.16,
0.086,-0.25,-0.02,0.16,0.17,0.15,0.17,
0.088,-0.25,-0.02,0.16,0.16,0.15,0.17,
0.091,-0.25,-0.02,0.16,0.16,0.15,0.17,
0.093,-0.15,-0.12,-0.32,0.16,0.15,0.17,
0.093,-0.15,-0.12,-0.32,0.15,0.14,0.17,
0.093,-0.15,-0.12,-0.32,0.14,0.14,0.18,
0.097,-0.15,-0.12,-0.32,0.13,0.13,0.18,
0.098,-0.15,-0.12,-0.32,0.12,0.13,0.18,
0.1,-0.15,-0.12,-0.32,0.11,0.13,0.18,
0.102,-0.08,-0.16,-0.57,0.11,0.13,0.18,
0.103,-0.08,-0.16,-0.57,0.10,0.12,0.18,
0.104,-0.08,-0.16,-0.57,0.09,0.11,0.17,
0.12,-0.08,-0.16,-0.57,0.07,0.10,0.17,
0.123,-0.08,-0.16,-0.57,0.07,0.10,0.17,
0.124,-0.08,-0.16,-0.57,0.05,0.09,0.17,
0.124,0.03,-0.20,-0.69,0.05,0.09,0.17,
0.124,0.03,-0.20,-0.69,0.04,0.08,0.17,
0.124,0.03,-0.20,-0.69,0.03,0.07,0.16,
0.125,0.03,-0.20,-0.69,0.01,0.06,0.16,
0.125,0.03,-0.20,-0.69,0.00,0.05,0.16,
0.125,0.03,-0.20,-0.69,-0.01,0.05,0.15,
0.125,0.09,-0.15,-0.74,-0.01,0.05,0.15,
0.125,0.09,-0.15,-0.74,-0.03,0.04,0.15,
0.126,0.09,-0.15,-0.74,-0.04,0.04,0.15,
0.144,0.09,-0.15,-0.74,-0.06,0.03,0.14,
0.144,0.09,-0.15,-0.74,-0.07,0.03,0.13,
0.144,0.09,-0.15,-0.74,-0.08,0.03,0.12,
0.145,0.14,0.02,-0.65,-0.08,0.03,0.12,
0.145,0.14,0.02,-0.65,-0.09,0.03,0.12,
0.145,0.14,0.02,-0.65,-0.10,0.03,0.11,
0.145,0.14,0.02,-0.65,-0.12,0.04,0.09,
0.145,0.14,0.02,-0.65,-0.12,0.04,0.09,
0.146,0.14,0.02,-0.65,-0.13,0.04,0.07,
0.146,0.22,0.10,-0.46,-0.13,0.04,0.07,
0.146,0.22,0.10,-0.46,-0.14,0.05,0.06,
0.146,0.22,0.10,-0.46,-0.15,0.06,0.05,
0.146,0.22,0.10,-0.46,-0.17,0.08,0.03,
0.149,0.22,0.10,-0.46,-0.17,0.08,0.02,
0.15,0.22,0.10,-0.46,-0.19,0.10,0.01,
0.151,0.23,0.20,-0.31,-0.19,0.10,0.01,
0.151,0.23,0.20,-0.31,-0.20,0.11,-0.01,
0.153,0.23,0.20,-0.31,-0.21,0.11,-0.02,
0.168,0.23,0.20,-0.31,-0.23,0.12,-0.05,
0.168,0.23,0.20,-0.31,-0.24,0.12,-0.06,
0.169,0.23,0.20,-0.31,-0.25,0.12,-0.08,
0.169,0.31,0.23,-0.30,-0.25,0.12,-0.08,
0.169,0.31,0.23,-0.30,-0.27,0.12,-0.10,
0.17,0.31,0.23,-0.30,-0.28,0.11,-0.13,
0.17,0.31,0.23,-0.30,-0.31,0.10,-0.16,
0.17,0.31,0.23,-0.30,-0.32,0.09,-0.17,
0.171,0.31,0.23,-0.30,-0.33,0.08,-0.20,
0.171,0.43,0.14,-0.40,-0.33,0.08,-0.20,
0.172,0.43,0.14,-0.40,-0.34,0.07,-0.22,
0.19,0.43,0.14,-0.40,-0.36,0.06,-0.24,
0.192,0.43,0.14,-0.40,-0.37,0.05,-0.27,
0.194,0.43,0.14,-0.40,-0.38,0.05,-0.27,
0.196,0.43,0.14,-0.40,-0.38,0.05,-0.29,
0.197,0.28,0.01,-0.07,-0.38,0.05,-0.29,
0.197,0.28,0.01,-0.07,-0.38,0.06,-0.30,
0.198,0.28,0.01,-0.07,-0.38,0.07,-0.31,
0.198,0.28,0.01,-0.07,-0.37,0.08,-0.33,
0.198,0.28,0.01,-0.07,-0.36,0.08,-0.33,
0.199,0.28,0.01,-0.07,-0.35,0.09,-0.34,
0.199,-0.09,-0.14,0.50,-0.35,0.09,-0.34,
0.2,-0.09,-0.14,0.50,-0.33,0.09,-0.34,
0.2,-0.09,-0.14,0.50,-0.31,0.10,-0.34,
0.201,-0.09,-0.14,0.50,-0.29,0.10,-0.34,
0.201,-0.09,-0.14,0.50,-0.28,0.10,-0.34,
0.202,-0.09,-0.14,0.50,-0.27,0.10,-0.33,
0.202,-0.45,-0.23,0.86,-0.27,0.10,-0.33,
0.203,-0.45,-0.23,0.86,-0.25,0.11,-0.33,
0.214,-0.45,-0.23,0.86,-0.24,0.12,-0.33,
0.215,-0.45,-0.23,0.86,-0.23,0.14,-0.33,
0.238,-0.45,-0.23,0.86,-0.23,0.16,-0.34,
0.238,-0.45,-0.23,0.86,-0.23,0.18,-0.34,
0.238,-0.33,-0.35,0.59,-0.23,0.18,-0.34,
0.238,-0.33,-0.35,0.59,-0.24,0.20,-0.35,
0.239,-0.33,-0.35,0.59,-0.25,0.23,-0.35,
0.239,-0.33,-0.35,0.59,-0.28,0.29,-0.36,
0.239,-0.33,-0.35,0.59,-0.29,0.31,-0.36,
0.239,-0.33,-0.35,0.59,-0.32,0.35,-0.36,
0.24,-0.36,-0.46,-0.04,-0.32,0.35,-0.36,
0.24,-0.36,-0.46,-0.04,-0.36,0.39,-0.37,
0.24,-0.36,-0.46,-0.04,-0.40,0.44,-0.37,
0.241,-0.36,-0.46,-0.04,-0.47,0.53,-0.37,
0.241,-0.36,-0.46,-0.04,-0.49,0.56,-0.37,
0.241,-0.36,-0.46,-0.04,-0.55,0.61,-0.37,
0.241,-0.37,-0.53,-0.98,-0.55,0.61,-0.37,
0.242,-0.37,-0.53,-0.98,-0.61,0.67,-0.37,
0.242,-0.37,-0.53,-0.98,-0.67,0.72,-0.36,
0.242,-0.37,-0.53,-0.98,-0.76,0.81,-0.34,
0.242,-0.37,-0.53,-0.98,-0.79,0.83,-0.33,
0.243,-0.37,-0.53,-0.98,-0.85,0.89,-0.31,
0.243,-0.37,-0.44,-1.51,-0.85,0.89,-0.31,
0.243,-0.37,-0.44,-1.51,-0.91,0.94,-0.29,
0.243,-0.37,-0.44,-1.51,-0.97,0.99,-0.27,
0.256,-0.37,-0.44,-1.51,-1.05,1.07,-0.24,
0.256,-0.37,-0.44,-1.51,-1.08,1.09,-0.23,
0.257,-0.37,-0.44,-1.51,-1.13,1.13,-0.21,
