
time,ax,ay,az,wx,wy,wz,
0.003,-0.87,-0.21,0.00,-0.37,-0.20,0.32,
0.004,-0.87,-0.21,0.00,-0.36,-0.19,0.32,
0.004,-0.87,-0.21,0.00,-0.33,-0.18,0.32,
0.004,-0.87,-0.21,0.00,-0.30,-0.16,0.32,
0.005,-0.15,-0.09,0.92,-0.30,-0.16,0.32,
0.005,-0.15,-0.09,0.92,-0.27,-0.14,0.32,
0.005,-0.15,-0.09,0.92,-0.22,-0.13,0.31,
0.013,-0.15,-0.09,0.92,-0.21,-0.12,0.30,
0.013,-0.15,-0.09,0.92,-0.18,-0.11,0.28,
0.014,-0.15,-0.09,0.92,-0.14,-0.11,0.26,
0.014,0.66,0.05,1.28,-0.14,-0.11,0.26,
0.014,0.66,0.05,1.28,-0.10,-0.11,0.24,
0.016,0.66,0.05,1.28,-0.06,-0.11,0.19,
0.031,0.66,0.05,1.28,-0.04,-0.11,0.18,
0.032,0.66,0.05,1.28,-0.01,-0.11,0.15,
0.032,0.66,0.05,1.28,0.01,-0.11,0.13,
0.033,1.08,0.26,1.06,0.01,-0.11,0.13,
0.033,1.08,0.26,1.06,0.04,-0.11,0.10,
0.033,1.08,0.26,1.06,0.06,-0.11,0.05,
0.033,1.08,0.26,1.06,0.07,-0.11,0.04,
0.033,1.08,0.26,1.06,0.07,-0.10,0.02,
0.033,1.08,0.26,1.06,0.08,-0.10,-0.01,
0.034,0.97,0.43,0.31,0.08,-0.10,-0.01,
0.034,0.97,0.43,0.31,0.08,-0.09,-0.02,
0.043,0.97,0.43,0.31,0.08,-0.08,-0.04,
0.044,0.97,0.43,0.31,0.07,-0.07,-0.05,
0.044,0.97,0.43,0.31,0.07,-0.06,-0.06,
0.045,0.97,0.43,0.31,0.06,-0.06,-0.07,
0.045,0.41,0.37,-0.29,0.06,-0.06,-0.07,
0.045,0.41,0.37,-0.29,0.05,-0.05,-0.07,
0.046,0.41,0.37,-0.29,0.03,-0.04,-0.08,
0.049,0.41,0.37,-0.29,0.03,-0.04,-0.08,
0.05,0.41,0.37,-0.29,0.02,-0.04,-0.08,
0.059,0.41,0.37,-0.29,0.01,-0.04,-0.08,
0.062,-0.06,0.29,-0.50,0.01,-0.04,-0.08,
0.064,-0.06,0.29,-0.50,-0.00,-0.05,-0.08,
0.064,-0.06,0.29,-0.50,-0.01,-0.04,-0.07,
0.065,-0.06,0.29,-0.50,-0.01,-0.04,-0.07,
0.066,-0.06,0.29,-0.50,-0.01,-0.04,-0.06,
0.068,-0.06,0.29,-0.50,-0.01,-0.05,-0.06,
0.069,-0.31,0.24,-0.41,-0.01,-0.05,-0.06,
