
time,ax,ay,az,wx,wy,wz,
0.004,0.06,-0.07,0.76,-0.27,0.52,-0.01,
0.004,0.06,-0.07,0.76,-0.30,0.53,-0.00,
0.005,0.06,-0.07,0.76,-0.33,0.54,0.01,
0.005,0.06,-0.07,0.76,-0.35,0.55,0.02,
0.005,0.06,-0.07,0.76,-0.38,0.55,0.04,
0.006,0.06,-0.07,0.76,-0.40,0.55,0.05,
0.006,-0.04,-0.19,0.30,-0.40,0.55,0.05,
0.006,-0.04,-0.19,0.30,-0.42,0.54,0.07,
0.006,-0.04,-0.19,0.30,-0.43,0.52,0.08,
0.007,-0.04,-0.19,0.30,-0.45,0.50,0.10,
0.007,-0.04,-0.19,0.30,-0.46,0.48,0.12,
0.007,-0.04,-0.19,0.30,-0.47,0.45,0.13,
0.013,0.03,-0.31,0.30,-0.47,0.45,0.13,
0.013,0.03,-0.31,0.30,-0.47,0.42,0.15,
0.013,0.03,-0.31,0.30,-0.47,0.38,0.16,
0.029,0.03,-0.31,0.30,-0.47,0.35,0.18,
0.029,0.03,-0.31,0.30,-0.47,0.31,0.19,
0.029,0.03,-0.31,0.30,-0.47,0.27,0.20,
0.03,0.11,-0.32,0.44,-0.47,0.27,0.20,
0.03,0.11,-0.32,0.44,-0.46,0.24,0.20,
0.03,0.11,-0.32,0.44,-0.45,0.20,0.21,
0.03,0.11,-0.32,0.44,-0.43,0.16,0.21,
0.03,0.11,-0.32,0.44,-0.42,0.13,0.21,
0.031,0.11,-0.32,0.44,-0.40,0.10,0.21,
0.031,0.31,-0.13,0.82,-0.40,0.10,0.21,
0.031,0.31,-0.13,0.82,-0.39,0.07,0.21,
0.031,0.31,-0.13,0.82,-0.36,0.04,0.20,
0.031,0.31,-0.13,0.82,-0.34,0.02,0.19,
0.034,0.31,-0.13,0.82,-0.32,0.01,0.18,
0.036,0.31,-0.13,0.82,-0.30,-0.00,0.17,
0.039,0.48,0.17,1.19,-0.30,-0.00,0.17,
0.039,0.48,0.17,1.19,-0.27,-0.02,0.15,
